,LONGITUDE,LATITUDE,MUN_NAME,WARD_NAME
383392,-79.3400043444,43.7578119573,North York,Don Valley East
46928,-79.4908301889,43.6194816351,Etobicoke,Etobicoke-Lakeshore
415477,-79.2665224101,43.7255314004,Scarborough,Scarborough Southwest
499785,-79.232670439,43.827589981,Scarborough,Scarborough North
507053,-79.532178286,43.645573179,Etobicoke,Etobicoke-Lakeshore
441971,-79.2848091364,43.8115739966,Scarborough,Scarborough North
351673,-79.2969937208,43.7133716454,Scarborough,Scarborough Southwest
54571,-79.521149656,43.653532568,Etobicoke,Etobicoke Centre
484729,-79.169887078,43.7738378779,Scarborough,Scarborough-Rouge Park
506204,-79.523672533,43.771315658,North York,Humber River-Black Creek
6649,-79.539380434,43.6060474194,Etobicoke,Etobicoke-Lakeshore
172237,-79.4174757325,43.6945517146,former Toronto,Toronto-St. Paul's
157933,-79.4458842566,43.6828192815,former Toronto,Davenport
521854,-79.429685873,43.688692214,York,Toronto-St. Paul's
459540,-79.2686634773,43.8149231232,Scarborough,Scarborough North
325852,-79.3361436538,43.6800126826,former Toronto,Toronto-Danforth
79286,-79.4578367367,43.6665319558,former Toronto,Davenport
213116,-79.5432193781,43.7384087963,North York,Humber River-Black Creek
57162,-79.50601782,43.6465128411,Etobicoke,Etobicoke-Lakeshore
446921,-79.3320954393,43.8101528457,Scarborough,Scarborough-Agincourt
75560,-79.4825357578,43.6712539271,York,York South-Weston
389314,-79.370546367,43.7891370097,North York,Don Valley North
278464,-79.4059806764,43.7973909613,North York,Willowdale
269021,-79.4170244302,43.7907871901,North York,Willowdale
457725,-79.2786820005,43.8273081368,Scarborough,Scarborough North
21844,-79.5504118284,43.6669863823,Etobicoke,Etobicoke Centre
193835,-79.3808574162,43.7051320694,former Toronto,Don Valley West
240447,-79.4395954477,43.7374695327,North York,York Centre
192112,-79.3902359845,43.7051037246,former Toronto,Toronto-St. Paul's
145145,-79.4017946821,43.6579464169,former Toronto,University-Rosedale
157225,-79.3847192121,43.6704459492,former Toronto,University-Rosedale
477351,-79.1757682701,43.7634828824,Scarborough,Scarborough-Rouge Park
85227,-79.510852944,43.697430474,York,York South-Weston
150948,-79.4068406854,43.6652493859,former Toronto,University-Rosedale
421047,-79.2644220282,43.7466749437,Scarborough,Scarborough Centre
9339,-79.5471890225,43.6364395798,Etobicoke,Etobicoke-Lakeshore
472241,-79.2211315481,43.7632659192,Scarborough,Scarborough-Guildwood
422799,-79.257288168,43.758364243,Scarborough,Scarborough Centre
503867,-79.1713636074,43.80424546,Scarborough,Scarborough-Rouge Park
191823,-79.3973378075,43.7004941685,former Toronto,Toronto-St. Paul's
12654,-79.5631187309,43.640343214,Etobicoke,Etobicoke Centre
195123,-79.3816568173,43.7091322907,former Toronto,Don Valley West
373842,-79.23645334,43.7113797775,Scarborough,Scarborough Southwest
196015,-79.617292337,43.7210459282,Etobicoke,Etobicoke North
438458,-79.330015802,43.8129445383,Scarborough,Scarborough-Agincourt
428549,-79.2996223474,43.7933216972,Scarborough,Scarborough-Agincourt
517966,-79.230018156,43.814220625,Scarborough,Scarborough North
404609,-79.306302642,43.7485264257,Scarborough,Scarborough Centre
498486,-79.226532235,43.823042342,Scarborough,Scarborough-Rouge Park
509668,-79.425115802,43.673743359,former Toronto,Toronto-St. Paul's
121549,-79.449691076,43.6611089701,former Toronto,Davenport
226964,-79.5053747786,43.7503735693,North York,Humber River-Black Creek
119715,-79.416669944,43.652698539,former Toronto,University-Rosedale
53108,-79.5142653217,43.6469227188,Etobicoke,Etobicoke-Lakeshore
177087,-79.4193395064,43.7074784267,former Toronto,Eglinton-Lawrence
300099,-79.3392531254,43.6663316786,former Toronto,Toronto-Danforth
497877,-79.2143807979,43.8135501255,Scarborough,Scarborough-Rouge Park
216044,-79.526138551,43.763317052,North York,Humber River-Black Creek
256200,-79.3813511476,43.72342284,North York,Don Valley West
231311,-79.4690888716,43.7233875587,North York,Eglinton-Lawrence
424030,-79.2354654429,43.749308915,Scarborough,Scarborough Centre
384914,-79.3133161191,43.7453886479,North York,Don Valley East
166562,-79.4407005391,43.6950131774,York,Toronto-St. Paul's
240810,-79.4431868066,43.7347844134,North York,York Centre
14572,-79.578294211,43.663081773,Etobicoke,Etobicoke Centre
501193,-79.2306736437,43.836046064,Scarborough,Scarborough North
211374,-79.5364613137,43.7203666172,North York,Humber River-Black Creek
306438,-79.3187051896,43.6660529706,former Toronto,Toronto-Danforth
95771,-79.4713591255,43.6854689558,York,York South-Weston
77299,-79.4778292503,43.6791307724,York,York South-Weston
334826,-79.3234172783,43.6871622938,former Toronto,Beaches-East York
448118,-79.2758157892,43.8203128645,Scarborough,Scarborough North
288539,-79.3688729238,43.6660539958,former Toronto,Toronto Centre
365437,-79.2871268647,43.7126213491,Scarborough,Scarborough Southwest
438261,-79.3167446531,43.8152741421,Scarborough,Scarborough-Agincourt
152064,-79.4137337767,43.6723044117,former Toronto,University-Rosedale
348856,-79.277037359,43.6751208761,Scarborough,Scarborough Southwest
261088,-79.3953452174,43.7595536644,North York,Don Valley West
199696,-79.5992001466,43.7451716936,Etobicoke,Etobicoke North
234119,-79.4597980268,43.7567899218,North York,York Centre
192596,-79.3967695223,43.7010208106,former Toronto,Toronto-St. Paul's
238047,-79.4594625455,43.7653136512,North York,York Centre
25394,-79.573617912,43.6821460193,Etobicoke,Etobicoke North
407857,-79.3006078353,43.7356691511,Scarborough,Scarborough Centre
475798,-79.2210780969,43.7879460699,Scarborough,Scarborough-Guildwood
443914,-79.362525787,43.809313645,North York,Don Valley North
371551,-79.3227571138,43.79074083,Scarborough,Scarborough-Agincourt
212058,-79.5455643801,43.7387703831,North York,Humber River-Black Creek
388182,-79.3491557592,43.7702210511,North York,Don Valley North
189697,-79.4063130109,43.7120850888,former Toronto,Eglinton-Lawrence
101930,-79.4604023046,43.6925810293,York,Davenport
180359,-79.3981047925,43.6846551422,former Toronto,Toronto-St. Paul's
101064,-79.4613996681,43.6941426139,York,Eglinton-Lawrence
255061,-79.402803966,43.7363046265,North York,Don Valley West
344791,-79.2999671079,43.6733197706,former Toronto,Beaches-East York
176966,-79.4225259276,43.7105996983,North York,Eglinton-Lawrence
297149,-79.3442366475,43.6759040975,former Toronto,Toronto-Danforth
120305,-79.4224915852,43.6542487293,former Toronto,University-Rosedale
247824,-79.4427636963,43.7575112797,North York,York Centre
370115,-79.3217442416,43.7700982423,North York,Don Valley North
496360,-79.2085423264,43.8075800724,Scarborough,Scarborough-Rouge Park
3655,-79.564480577,43.6354017019,Etobicoke,Etobicoke Centre
10988,-79.5879602461,43.6590560463,Etobicoke,Etobicoke Centre
345539,-79.3004415273,43.6709301604,former Toronto,Beaches-East York
439504,-79.3218454441,43.8020634133,Scarborough,Scarborough-Agincourt
92197,-79.4999035227,43.7105827272,North York,York South-Weston
135325,-79.4339760572,43.6767026073,former Toronto,Davenport
222148,-79.506205298,43.7367474068,North York,York Centre
521104,-79.47975124,43.655229089,former Toronto,Parkdale-High Park
405579,-79.3069725982,43.7908594047,Scarborough,Scarborough-Agincourt
119114,-79.428025371,43.6584450901,former Toronto,Davenport
11046,-79.5711858026,43.6456180894,Etobicoke,Etobicoke Centre
51779,-79.4294031243,43.6339924013,former Toronto,Parkdale-High Park
339886,-79.3152714701,43.6919676089,East York,Beaches-East York
229500,-79.4808335795,43.7325268201,North York,York Centre
466800,-79.2094193443,43.7498822166,Scarborough,Scarborough-Guildwood
511386,-79.209127085,43.813423401,Scarborough,Scarborough-Rouge Park
345265,-79.3041752507,43.6775124046,former Toronto,Beaches-East York
363484,-79.2549340951,43.7059950139,Scarborough,Scarborough Southwest
104017,-79.4870023523,43.7150998959,North York,York South-Weston
65605,-79.4846820843,43.6534043504,former Toronto,Parkdale-High Park
51400,-79.488200813,43.634528007,Etobicoke,Etobicoke-Lakeshore
234501,-79.5145562479,43.76408995,North York,Humber River-Black Creek
46890,-79.5008777304,43.626512944,Etobicoke,Etobicoke-Lakeshore
79570,-79.468066891,43.67390587,former Toronto,York South-Weston
232136,-79.466516863,43.734248317,North York,York Centre
110463,-79.436393607,43.644041868,former Toronto,Parkdale-High Park
344220,-79.3021008205,43.6749459868,former Toronto,Beaches-East York
520823,-79.380004991,43.723332261,North York,Don Valley West
421814,-79.2593529329,43.7555248122,Scarborough,Scarborough Centre
500286,-79.2166014615,43.8222940018,Scarborough,Scarborough-Rouge Park
92049,-79.5026321207,43.7051340389,North York,York South-Weston
232603,-79.4545902731,43.7323667758,North York,York Centre
405303,-79.3032841071,43.7243202042,North York,Don Valley East
438015,-79.3164762451,43.8078895606,Scarborough,Scarborough-Agincourt
464704,-79.2223061886,43.737050776,Scarborough,Scarborough Southwest
488159,-79.164326649,43.7821729134,Scarborough,Scarborough-Rouge Park
252239,-79.3981554612,43.7267054374,former Toronto,Don Valley West
380956,-79.3372591756,43.7347343868,North York,Don Valley East
96713,-79.4707281225,43.6943927576,York,York South-Weston
391379,-79.376360931,43.8005917564,North York,Don Valley North
12269,-79.5764218957,43.6587658225,Etobicoke,Etobicoke Centre
485156,-79.1770547197,43.7736191187,Scarborough,Scarborough-Rouge Park
440885,-79.2445284255,43.7669793836,Scarborough,Scarborough-Guildwood
88142,-79.4983012474,43.6903848075,York,York South-Weston
220875,-79.23070831,43.774439058,Scarborough,Scarborough-Guildwood
474405,-79.2072755476,43.7660103803,Scarborough,Scarborough-Guildwood
349875,-79.3016212228,43.683356809,former Toronto,Beaches-East York
301934,-79.3424457816,43.6722782379,former Toronto,Toronto-Danforth
392702,-79.3261384613,43.7648014837,North York,Don Valley East
126966,-79.449809131,43.675092224,former Toronto,Davenport
39790,-79.5046615065,43.601392005,Etobicoke,Etobicoke-Lakeshore
119098,-79.428525106,43.656116944,former Toronto,Davenport
207787,-79.5759386144,43.7425477309,Etobicoke,Etobicoke North
450131,-79.248556793,43.781062766,Scarborough,Scarborough-Guildwood
311938,-79.3073239121,43.6778138088,former Toronto,Beaches-East York
474979,-79.2132374529,43.7738101599,Scarborough,Scarborough-Guildwood
386998,-79.3708478602,43.7636752609,North York,Don Valley West
331274,-79.3424510643,43.6947886149,East York,Toronto-Danforth
161831,-79.4410548855,43.6856462563,York,Davenport
156621,-79.3953651356,43.6728276724,former Toronto,University-Rosedale
424590,-79.2351827014,43.7442495126,Scarborough,Scarborough Centre
507216,-79.529063973,43.648687495,Etobicoke,Etobicoke-Lakeshore
299621,-79.340220909,43.66605497,former Toronto,Toronto-Danforth
269663,-79.4198837734,43.7868413696,North York,Willowdale
264913,-79.4174254874,43.761660034,North York,Willowdale
444684,-79.3532023694,43.8047647573,North York,Don Valley North
344426,-79.3042025973,43.6754903896,former Toronto,Beaches-East York
510595,-79.293147438,43.786038262,Scarborough,Scarborough-Agincourt
195057,-79.3814336011,43.7085146175,former Toronto,Don Valley West
222392,-79.4972963045,43.72393545,North York,York Centre
73243,-79.4822212991,43.6638020619,York,Parkdale-High Park
107723,-79.4466224624,43.6404323413,former Toronto,Parkdale-High Park
471190,-79.2327172703,43.7723003304,Scarborough,Scarborough-Guildwood
269658,-79.4240243205,43.789208504,North York,Willowdale
421395,-79.2654927439,43.7429863608,Scarborough,Scarborough Centre
24645,-79.541374445,43.6734639868,Etobicoke,Etobicoke Centre
464566,-79.2060380481,43.7381605682,Scarborough,Scarborough-Guildwood
364202,-79.2669794141,43.7110434445,Scarborough,Scarborough Southwest
141515,-79.402105466,43.645266845,former Toronto,Spadina-Fort York
195727,-79.3841061883,43.7114070485,former Toronto,Don Valley West
220282,-79.5249817889,43.7385078045,North York,Humber River-Black Creek
126151,-79.4438474549,43.6719274609,former Toronto,Davenport
109297,-79.4464401329,43.6466419774,former Toronto,Parkdale-High Park
235927,-79.4892666015,43.7814053177,North York,York Centre
84079,-79.520453616,43.6908373599,Etobicoke,Etobicoke Centre
412401,-79.3077375615,43.8222616639,Scarborough,Scarborough-Agincourt
73693,-79.4835204975,43.6625083422,York,Parkdale-High Park
508758,-79.271867242,43.695187564,Scarborough,Scarborough Southwest
380841,-79.332919204,43.732871995,North York,Don Valley East
149273,-79.4085109135,43.6644232407,former Toronto,University-Rosedale
444003,-79.3693898856,43.805914447,North York,Don Valley North
260329,-79.3894416916,43.7581726259,North York,Don Valley West
510635,-79.229957174,43.795262445,Scarborough,Scarborough North
79360,-79.4543470821,43.6593678853,former Toronto,Parkdale-High Park
456465,-79.2808019409,43.8289233803,Scarborough,Scarborough North
362380,-79.2725363475,43.6909489666,Scarborough,Scarborough Southwest
184448,-79.3871543919,43.6919228119,former Toronto,University-Rosedale
230560,-79.468449825,43.7318795537,North York,York Centre
484634,-79.1408909711,43.7754457596,Scarborough,Scarborough-Rouge Park
209866,-79.5498267547,43.7227302199,Etobicoke,Etobicoke North
410782,-79.3608718139,43.8097322049,North York,Don Valley North
202879,-79.566871842,43.7219387841,Etobicoke,Etobicoke North
495575,-79.2219968955,43.8205614947,Scarborough,Scarborough-Rouge Park
362792,-79.2743169629,43.6969352678,Scarborough,Scarborough Southwest
332663,-79.323205604,43.6802221141,former Toronto,Toronto-Danforth
47248,-79.4993144317,43.6221108148,Etobicoke,Etobicoke-Lakeshore
109405,-79.475451705,43.736092088,North York,York Centre
453930,-79.1787324311,43.7852931022,Scarborough,Scarborough-Rouge Park
230893,-79.4699375492,43.7275562995,North York,York Centre
475094,-79.2127960468,43.7760515106,Scarborough,Scarborough-Guildwood
34974,-79.5361816381,43.7005528115,Etobicoke,Etobicoke North
215718,-79.5371148565,43.7426380066,North York,Humber River-Black Creek
465765,-79.2231840132,43.7515814478,Scarborough,Scarborough-Guildwood
8211,-79.5524228861,43.6382665292,Etobicoke,Etobicoke Centre
499187,-79.232471391,43.823493397,Scarborough,Scarborough North
185785,-79.3814827167,43.6947588815,former Toronto,University-Rosedale
412452,-79.2894809148,43.8025343316,Scarborough,Scarborough-Agincourt
373480,-79.2472200632,43.7154461313,Scarborough,Scarborough Southwest
332785,-79.3246541483,43.6842306199,former Toronto,Toronto-Danforth
506561,-79.226165948,43.808513086,Scarborough,Scarborough North
212424,-79.5379204862,43.7344439876,North York,Humber River-Black Creek
473047,-79.213257488,43.7652484602,Scarborough,Scarborough-Guildwood
12107,-79.5787412526,43.6557428504,Etobicoke,Etobicoke Centre
65924,-79.4730344923,43.6477717346,former Toronto,Parkdale-High Park
60973,-79.503643134,43.6602349217,Etobicoke,Etobicoke-Lakeshore
185748,-79.410513278,43.703731012,former Toronto,Toronto-St. Paul's
406398,-79.288897936,43.725952922,Scarborough,Scarborough Southwest
27703,-79.560122939,43.6835609299,Etobicoke,Etobicoke Centre
315241,-79.3521808646,43.6847381245,East York,Toronto-Danforth
177682,-79.4252510335,43.7113412982,North York,Eglinton-Lawrence
343851,-79.30077554,43.669102983,former Toronto,Beaches-East York
267109,-79.4360518688,43.7889213486,North York,Willowdale
305867,-79.3258968342,43.6704314207,former Toronto,Toronto-Danforth
136713,-79.336125411,43.748232286,North York,Don Valley East
221099,-79.4959570224,43.7299595443,North York,York Centre
48721,-79.4982867665,43.6331815321,Etobicoke,Etobicoke-Lakeshore
135938,-79.4197704085,43.6698332852,former Toronto,University-Rosedale
150640,-79.4033454361,43.6669943827,former Toronto,University-Rosedale
288393,-79.367721894,43.659499248,former Toronto,Toronto Centre
369510,-79.3126313547,43.7692705783,Scarborough,Scarborough-Agincourt
110158,-79.4399727187,43.6451251611,former Toronto,Parkdale-High Park
1216,-79.5293093239,43.5930793933,Etobicoke,Etobicoke-Lakeshore
122505,-79.4449832222,43.6652268084,former Toronto,Davenport
77043,-79.4784475234,43.6785947261,York,York South-Weston
340383,-79.3068850519,43.6942048164,East York,Beaches-East York
4548,-79.550644716,43.6022782509,Etobicoke,Etobicoke-Lakeshore
268576,-79.4328215652,43.7947812394,North York,Willowdale
301785,-79.336222461,43.670046371,former Toronto,Toronto-Danforth
35027,-79.5492489475,43.7175493147,Etobicoke,Etobicoke North
237157,-79.4574050153,43.7723644548,North York,York Centre
97553,-79.4693225397,43.683641761,York,York South-Weston
367897,-79.276530832,43.715734326,Scarborough,Scarborough Southwest
383272,-79.326668964,43.756557397,North York,Don Valley East
427001,-79.204386111,43.753147829,Scarborough,Scarborough-Guildwood
507056,-79.476796247,43.653118011,former Toronto,Parkdale-High Park
467828,-79.2010729612,43.7440397484,Scarborough,Scarborough-Guildwood
90953,-79.5190997946,43.7112587233,North York,York South-Weston
24222,-79.550337986,43.677737008,Etobicoke,Etobicoke Centre
82149,-79.458998402,43.67546361,former Toronto,Davenport
107594,-79.45489914,43.716495372,North York,Eglinton-Lawrence
400153,-79.3321174565,43.7765644794,North York,Don Valley North
510519,-79.494101675,43.617954057,Etobicoke,Etobicoke-Lakeshore
416585,-79.2551562007,43.7246923338,Scarborough,Scarborough Southwest
391002,-79.36765552,43.785348253,North York,Don Valley North
309143,-79.3173111712,43.6742358785,former Toronto,Beaches-East York
276406,-79.3873171665,43.7741810232,North York,Don Valley North
17473,-79.5539017115,43.6503508715,Etobicoke,Etobicoke Centre
452022,-79.280357619,43.808562197,Scarborough,Scarborough North
166891,-79.4378488402,43.6985389425,former Toronto,Eglinton-Lawrence
208145,-79.5645928151,43.7481921755,North York,Humber River-Black Creek
315150,-79.3527453627,43.6849365707,East York,Toronto-Danforth
76979,-79.474130792,43.6759092812,York,York South-Weston
114832,-79.426262858,43.6425399502,former Toronto,Davenport
364793,-79.2844599072,43.7108718125,Scarborough,Scarborough Southwest
71428,-79.454113112,43.655100915,former Toronto,Parkdale-High Park
338370,-79.3170156692,43.6947932734,East York,Beaches-East York
157463,-79.3969686637,43.6790683019,former Toronto,Toronto-St. Paul's
194725,-79.389672025,43.7165126257,former Toronto,Don Valley West
216324,-79.5760071454,43.7614167584,North York,Humber River-Black Creek
82620,-79.4600699377,43.6761061311,former Toronto,Davenport
448475,-79.2824671714,43.8206917876,Scarborough,Scarborough North
523469,-79.533880364,43.609294094,Etobicoke,Etobicoke-Lakeshore
342676,-79.3115302014,43.70656706,East York,Beaches-East York
501257,-79.2257432005,43.8316633043,Scarborough,Scarborough North
369451,-79.34801607,43.712187526,East York,Don Valley West
403720,-79.2994206447,43.7430173353,Scarborough,Scarborough Centre
183682,-79.3971421024,43.6846992306,former Toronto,Toronto-St. Paul's
222950,-79.5244227982,43.7503056255,North York,Humber River-Black Creek
4625,-79.551230368,43.6072918823,Etobicoke,Etobicoke-Lakeshore
398588,-79.2719343764,43.7393948337,Scarborough,Scarborough Centre
400056,-79.3253418652,43.7966835717,Scarborough,Scarborough-Agincourt
113818,-79.435995384,43.649482887,former Toronto,Davenport
428220,-79.279990336,43.7619128604,Scarborough,Scarborough Centre
225975,-79.4972052193,43.7446297936,North York,York Centre
53269,-79.5184060153,43.649026537,Etobicoke,Etobicoke-Lakeshore
1212,-79.5286945851,43.5924947935,Etobicoke,Etobicoke-Lakeshore
411567,-79.3565270677,43.8101932612,North York,Don Valley North
514010,-79.432339166,43.640260349,former Toronto,Parkdale-High Park
505900,-79.526047364,43.76872495,North York,Humber River-Black Creek
144830,-79.4009056231,43.655787061,former Toronto,University-Rosedale
257242,-79.3937521817,43.7266961186,former Toronto,Don Valley West
317877,-79.3487675929,43.6927629792,East York,Toronto-Danforth
321946,-79.3640765543,43.7078383192,East York,Don Valley West
314803,-79.34937362,43.6805154378,former Toronto,Toronto-Danforth
297397,-79.3451064304,43.6753414915,former Toronto,Toronto-Danforth
346783,-79.2957933372,43.6783793187,former Toronto,Beaches-East York
432432,-79.282759801,43.786050046,Scarborough,Scarborough-Agincourt
1034,-79.5479838936,43.5934293591,Etobicoke,Etobicoke-Lakeshore
30199,-79.556611528,43.69744868,Etobicoke,Etobicoke North
106136,-79.4761656205,43.7195809866,North York,York South-Weston
419655,-79.2498529247,43.7380028316,Scarborough,Scarborough Centre
435894,-79.2395426507,43.7984958009,Scarborough,Scarborough North
427690,-79.2934950397,43.7791977276,Scarborough,Scarborough-Agincourt
183730,-79.387372892,43.6924712868,former Toronto,University-Rosedale
405773,-79.2991364329,43.7203823275,Scarborough,Scarborough Southwest
369833,-79.3075045733,43.7605223898,Scarborough,Scarborough Centre
173464,-79.4439527026,43.7077981204,North York,Eglinton-Lawrence
40753,-79.4981906155,43.6165225202,Etobicoke,Etobicoke-Lakeshore
420529,-79.2612920394,43.7430521831,Scarborough,Scarborough Centre
226022,-79.5031276795,43.7448394589,North York,Humber River-Black Creek
170005,-79.4216802816,43.6891850633,York,Toronto-St. Paul's
178331,-79.4165421445,43.719570219,North York,Eglinton-Lawrence
136836,-79.420981012,43.6707731675,former Toronto,University-Rosedale
451950,-79.2854336904,43.8067562448,Scarborough,Scarborough North
353113,-79.2935841823,43.7001738372,East York,Beaches-East York
468582,-79.2067798035,43.7521311998,Scarborough,Scarborough-Guildwood
137931,-79.414055447,43.638495236,former Toronto,Spadina-Fort York
290953,-79.358995198,43.662188342,former Toronto,Toronto Centre
409211,-79.2979225721,43.7377669637,Scarborough,Scarborough Centre
502669,-79.172859752,43.802547506,Scarborough,Scarborough-Rouge Park
381299,-79.3374531575,43.74044692,North York,Don Valley East
477098,-79.176845745,43.768209904,Scarborough,Scarborough-Rouge Park
32144,-79.5325963639,43.6965331927,Etobicoke,Etobicoke Centre
300152,-79.3354639534,43.6671789344,former Toronto,Toronto-Danforth
96437,-79.4731453203,43.6955062964,York,York South-Weston
222035,-79.4912822295,43.7287670891,North York,York Centre
356238,-79.2574532599,43.6959253049,Scarborough,Scarborough Southwest
418743,-79.2403235509,43.7239057184,Scarborough,Scarborough Southwest
136414,-79.4164897842,43.6728805444,former Toronto,University-Rosedale
257849,-79.414507816,43.743681321,North York,Eglinton-Lawrence
321249,-79.3781732097,43.7121324165,former Toronto,Don Valley West
379482,-79.3441589847,43.7483424298,North York,Don Valley East
343128,-79.3043601594,43.6706112122,former Toronto,Beaches-East York
356180,-79.2613093837,43.7029803838,Scarborough,Scarborough Southwest
507310,-79.355690159,43.787629201,North York,Don Valley North
97148,-79.4661519205,43.6800073002,former Toronto,Davenport
246355,-79.4472701775,43.7437046098,North York,York Centre
389641,-79.36642057,43.78102847,North York,Don Valley North
132833,-79.4214960294,43.660803233,former Toronto,University-Rosedale
265023,-79.433441919,43.770672889,North York,Willowdale
71698,-79.4560180521,43.653897455,former Toronto,Parkdale-High Park
106399,-79.4682847374,43.710332141,North York,Eglinton-Lawrence
382195,-79.3367730291,43.7466689146,North York,Don Valley East
96869,-79.475090338,43.6913780467,York,York South-Weston
137357,-79.418601027,43.678101547,former Toronto,Toronto-St. Paul's
388195,-79.3690494383,43.7720342894,North York,Don Valley North
277891,-79.4064564096,43.7825336341,North York,Willowdale
212078,-79.5384789257,43.7240934429,North York,Humber River-Black Creek
274402,-79.3961773097,43.7658647962,North York,Willowdale
2762,-79.5648703846,43.6313608582,Etobicoke,Etobicoke Centre
140817,-79.4128971068,43.6537530868,former Toronto,University-Rosedale
490802,-79.1496285,43.8001626116,Scarborough,Scarborough-Rouge Park
75732,-79.4763352714,43.6714550362,former Toronto,York South-Weston
275357,-79.3896847585,43.7762585282,North York,Don Valley North
515383,-79.440133234,43.651922384,former Toronto,Davenport
36676,-79.5304418869,43.718390822,North York,Humber River-Black Creek
518711,-79.2228070336,43.8162945471,Scarborough,Scarborough-Rouge Park
194482,-79.3813923887,43.7083784889,former Toronto,Don Valley West
446755,-79.3332466092,43.8106838998,Scarborough,Scarborough-Agincourt
385808,-79.3124412407,43.7592229486,Scarborough,Scarborough Centre
406493,-79.315327532,43.800617994,Scarborough,Scarborough-Agincourt
467940,-79.2007899536,43.7455465742,Scarborough,Scarborough-Guildwood
133518,-79.4172690009,43.6666427532,former Toronto,University-Rosedale
118507,-79.4306118625,43.652470686,former Toronto,Davenport
88702,-79.500440873,43.6952642259,North York,York South-Weston
92462,-79.4896356518,43.707572387,North York,York South-Weston
364382,-79.2540458626,43.7078128971,Scarborough,Scarborough Southwest
259901,-79.3888130304,43.7500873753,North York,Don Valley West
86242,-79.4933054721,43.680399553,York,York South-Weston
132,-79.5473736173,43.5951053797,Etobicoke,Etobicoke-Lakeshore
348974,-79.3064906308,43.683190876,former Toronto,Beaches-East York
475907,-79.2101945356,43.7757484354,Scarborough,Scarborough-Guildwood
375637,-79.3527744693,43.7368525816,North York,Don Valley East
503424,-79.1631415323,43.8032168586,Scarborough,Scarborough-Rouge Park
32744,-79.5412908962,43.6924119621,Etobicoke,Etobicoke Centre
339633,-79.3179789771,43.6960980017,East York,Beaches-East York
351107,-79.291778956,43.6928878798,East York,Beaches-East York
404112,-79.29860819,43.7413908277,Scarborough,Scarborough Centre
155839,-79.391857629,43.67167292,former Toronto,University-Rosedale
180787,-79.410299478,43.6905518278,former Toronto,Toronto-St. Paul's
261186,-79.381322765,43.752001338,North York,Don Valley West
87631,-79.498181232,43.6951295983,North York,York South-Weston
253712,-79.4115911023,43.7316107086,former Toronto,Eglinton-Lawrence
233899,-79.5171459266,43.7643629284,North York,Humber River-Black Creek
509479,-79.219281684,43.824090099,Scarborough,Scarborough-Rouge Park
67009,-79.4866311724,43.6567381822,former Toronto,Parkdale-High Park
377547,-79.3653454204,43.7504993656,North York,Don Valley West
387129,-79.3779851669,43.7766447439,North York,Don Valley North
145633,-79.4022305448,43.6543910119,former Toronto,University-Rosedale
484311,-79.13804579,43.779630271,Scarborough,Scarborough-Rouge Park
174746,-79.4397160225,43.7110564154,North York,Eglinton-Lawrence
398007,-79.277846935,43.7351872926,Scarborough,Scarborough Centre
73759,-79.4771778156,43.6609102739,former Toronto,Parkdale-High Park
326399,-79.3401784685,43.6829372896,former Toronto,Toronto-Danforth
149597,-79.4130869303,43.6689298631,former Toronto,University-Rosedale
197701,-79.6230820563,43.7290335888,Etobicoke,Etobicoke North
400618,-79.317850846,43.762497757,North York,Don Valley East
156138,-79.3944226695,43.6734478421,former Toronto,University-Rosedale
48326,-79.4986198196,43.6307335343,Etobicoke,Etobicoke-Lakeshore
295890,-79.3450215533,43.6707305325,former Toronto,Toronto-Danforth
525502,-79.235718026,43.747847356,Scarborough,Scarborough Centre
335413,-79.3112861505,43.6857692359,former Toronto,Beaches-East York
417147,-79.268150551,43.731643024,Scarborough,Scarborough Southwest
248433,-79.4375870637,43.7503482219,North York,York Centre
337976,-79.3190653807,43.6908375775,East York,Beaches-East York
332253,-79.3238348884,43.6815004626,former Toronto,Toronto-Danforth
27783,-79.564909524,43.7150869277,Etobicoke,Etobicoke North
443860,-79.3661110033,43.8090490951,North York,Don Valley North
380332,-79.3327420401,43.7307290753,North York,Don Valley East
305933,-79.3268045604,43.6768335208,former Toronto,Toronto-Danforth
256059,-79.3934532803,43.7272620458,former Toronto,Don Valley West
386420,-79.311910495,43.7518398105,Scarborough,Scarborough Centre
152671,-79.4132440788,43.6758314539,former Toronto,Toronto-St. Paul's
274570,-79.3953190804,43.763712125,North York,Willowdale
261799,-79.4495965285,43.7651954461,North York,York Centre
238727,-79.459196481,43.788779483,North York,York Centre
231183,-79.4559166643,43.7209826483,North York,Eglinton-Lawrence
120682,-79.4226141835,43.6520195797,former Toronto,Davenport
350178,-79.279523997,43.6793912259,Scarborough,Scarborough Southwest
15592,-79.5779522468,43.6673813259,Etobicoke,Etobicoke Centre
28386,-79.5665527166,43.7174823322,Etobicoke,Etobicoke North
515534,-79.261120267,43.833170283,Scarborough,Scarborough North
258712,-79.4129765367,43.7562942191,North York,Willowdale
111664,-79.4490927606,43.6505966238,former Toronto,Parkdale-High Park
401275,-79.3254584111,43.7768612071,North York,Don Valley North
63169,-79.4945094044,43.6716283671,York,York South-Weston
204729,-79.5738234854,43.7317212272,Etobicoke,Etobicoke North
434821,-79.2556258689,43.7690546142,Scarborough,Scarborough Centre
224397,-79.5117990749,43.7457799042,North York,Humber River-Black Creek
