,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
25915,Boston,42.348724,-71.071495,28.634125,1,POINT (-71.071495 42.348724),54998,Residential
1131,Boston,42.288597,-71.06568100000001,26.525396,1,POINT (-71.06568100000001 42.288597),55642,Residential
121773,Boston,42.295563,-71.138023,29.614868,1,POINT (-71.138023 42.295563),54450,Residential
7005,Boston,42.312973,-71.076004,30.076191,1,POINT (-71.076004 42.312973),55523,Residential
6342,Boston,42.311348,-71.060051,26.038879,1,POINT (-71.060051 42.311348),55604,Residential
5781,Boston,42.309723,-71.065872,26.43112,1,POINT (-71.065872 42.309723),55664,Residential
22036,Boston,42.343201,-71.09832800000002,27.570026,1,POINT (-71.09832800000002 42.343201),55181,Residential
103493,Boston,42.266312,-71.12001,28.642767,1,POINT (-71.12000999999999 42.266312),54331,Residential
126423,Boston,42.307686,-71.112633,27.756428000000003,1,POINT (-71.112633 42.307686),54249,Residential
8819,Boston,42.317524,-71.05836500000002,30.479181,1,POINT (-71.05836500000002 42.317524),55584,Residential
92695,Boston,42.252338,-71.113815,25.861774,1,POINT (-71.113815 42.252338),54429,Residential
12991,Boston,42.328251,-71.055176,29.532661,1,POINT (-71.055176 42.328251),55410,Residential
103972,Boston,42.266964,-71.166542,27.498667,1,POINT (-71.16654200000001 42.266964),54449,Residential
10555,Boston,42.321751,-71.108459,25.144333,1,POINT (-71.108459 42.321751),55836,Residential
1121,Boston,42.288597,-71.060051,27.360399,1,POINT (-71.060051 42.288597),55677,Residential
119007,Boston,42.289387,-71.112686,30.009539,1,POINT (-71.112686 42.289387),54238,Residential
19565,Boston,42.339298,-71.155373,30.903032,1,POINT (-71.155373 42.339298),55373,Residential
11091,Boston,42.323376,-71.078629,28.579039,1,POINT (-71.07862900000001 42.323376),55544,Residential
40480,Boston,42.371799,-71.037537,28.464418,1,POINT (-71.037537 42.371799),55499,Residential
115858,Boston,42.283863,-71.139145,28.852461,1,POINT (-71.139145 42.283863),54250,Residential
127523,Boston,42.310276,-71.11751600000002,31.420519,1,POINT (-71.11751600000002 42.310276),55823,Residential
5938,Boston,42.310047,-71.099083,29.006952,1,POINT (-71.09908299999999 42.310047),55796,Residential
86954,Boston,42.244537,-71.123199,28.086567,1,POINT (-71.123199 42.244537),54430,Residential
246,Boston,42.281773,-71.054611,30.712496,1,POINT (-71.05461099999999 42.281773),55703,Residential
93212,Boston,42.252987,-71.13108100000002,27.265558,1,POINT (-71.13108100000002 42.252987),54363,Residential
100519,Boston,42.262413,-71.113625,26.360628,1,POINT (-71.113625 42.262413),54331,Residential
126974,Boston,42.308975,-71.11526500000002,27.81175,1,POINT (-71.11526500000002 42.308975),55811,Residential
1156,Boston,42.288925,-71.05011,30.176773,1,POINT (-71.05011 42.288925),55721,Residential
19727,Boston,42.339298,-71.145615,27.344021,1,POINT (-71.14561500000001 42.339298),55363,Residential
17172,Boston,42.3354,-71.091202,29.538658,1,POINT (-71.091202 42.3354),55031,Residential
91464,Boston,42.250713,-71.141396,25.497822,1,POINT (-71.141396 42.250713),54385,Residential
26789,Boston,42.349697,-71.155746,25.366194,1,POINT (-71.15574599999999 42.349697),55295,Residential
115054,Boston,42.282562,-71.164291,27.289345,1,POINT (-71.16429100000001 42.282562),54446,Residential
10250,Boston,42.321098,-71.07243299999998,25.410072,1,POINT (-71.07243299999998 42.321098),54754,Residential
105901,Boston,42.26989,-71.13069899999998,30.72995,1,POINT (-71.13069899999998 42.26989),54363,Residential
118350,Boston,42.28809,-71.118317,27.867304,1,POINT (-71.118317 42.28809),54239,Residential
113317,Boston,42.279964,-71.071968,27.344753000000004,1,POINT (-71.071968 42.279964),55631,Residential
22264,Boston,42.343525,-71.09626800000002,36.106289,1,POINT (-71.09626800000002 42.343525),55181,Residential
120015,Boston,42.29134000000001,-71.122826,29.623945000000006,1,POINT (-71.122826 42.29134000000001),54268,Residential
3224,Boston,42.298676,-71.071495,26.033014,1,POINT (-71.071495 42.298676),55654,Residential
10046,Boston,42.32045,-71.09607700000002,26.962973,1,POINT (-71.09607700000002 42.32045),54733,Residential
101060,Boston,42.263062,-71.11700400000002,27.633158,1,POINT (-71.11700400000002 42.263062),54344,Residential
30824,Boston,42.356197,-71.070938,30.191137,1,POINT (-71.070938 42.356197),55197,Residential
18147,Boston,42.337025,-71.08087900000002,31.314688,1,POINT (-71.08087900000002 42.337025),54517,Residential
108627,Boston,42.273464,-71.086609,27.127989000000003,1,POINT (-71.086609 42.273464),54652,Residential
21569,Boston,42.342548,-71.070183,26.717104,1,POINT (-71.070183 42.342548),54890,Residential
111448,Boston,42.277363,-71.09111,25.694296,1,POINT (-71.09111 42.277363),54674,Residential
32509,Boston,42.358799,-71.136612,31.269888,1,POINT (-71.136612 42.358799),55321,Residential
6057,Boston,42.310375,-71.102272,25.115007,1,POINT (-71.102272 42.310375),55791,Residential
1185,Boston,42.288925,-71.06624599999998,27.497332,1,POINT (-71.06624599999998 42.288925),55643,Residential
9041,Boston,42.317848,-71.111465,31.039152,1,POINT (-71.111465 42.317848),55836,Residential
107854,Boston,42.272488,-71.071411,25.691612,1,POINT (-71.071411 42.272488),55632,Residential
95247,Boston,42.255589,-71.113068,29.130863,1,POINT (-71.113068 42.255589),54429,Residential
6396,Boston,42.311348,-71.091576,25.106907,1,POINT (-71.091576 42.311348),54752,Residential
125132,Boston,42.304989,-71.127701,26.45368,1,POINT (-71.127701 42.304989),54244,Residential
112781,Boston,42.279312,-71.097862,26.598837,1,POINT (-71.09786200000001 42.279312),54645,Residential
114067,Boston,42.281261,-71.079475,28.908865,1,POINT (-71.079475 42.281261),55613,Residential
119376,Boston,42.290039,-71.136703,27.49604,1,POINT (-71.136703 42.290039),54265,Residential
123349,Boston,42.300114,-71.10799399999998,25.582424,1,POINT (-71.10799399999998 42.300114),55813,Residential
30037,Boston,42.354572,-71.16532099999998,27.694540000000003,1,POINT (-71.16532099999998 42.354572),55375,Residential
110801,Boston,42.276386,-71.119446,27.488317,1,POINT (-71.119446 42.276386),54250,Residential
5037,Boston,42.307125,-71.065117,26.122196,1,POINT (-71.065117 42.307125),55664,Residential
114999,Boston,42.282562,-71.132767,37.16943,1,POINT (-71.132767 42.282562),54250,Residential
103743,Boston,42.26664,-71.162598,26.04888,1,POINT (-71.162598 42.26664),54449,Residential
111765,Boston,42.277687,-71.14872,27.056694,1,POINT (-71.14872 42.277687),54445,Residential
915,Boston,42.2873,-71.0578,26.832594,1,POINT (-71.0578 42.2873),55691,Residential
124417,Boston,42.303093,-71.106277,27.504528000000004,1,POINT (-71.10627700000001 42.303093),55834,Residential
118714,Boston,42.288738,-71.136703,27.308840000000004,1,POINT (-71.136703 42.288738),54265,Residential
245,Boston,42.281773,-71.053864,28.400524,1,POINT (-71.053864 42.281773),55703,Residential
15279,Boston,42.332474,-71.0411,29.725321,1,POINT (-71.0411 42.332474),54595,Residential
21889,Boston,42.342873,-71.142799,29.425362,1,POINT (-71.142799 42.342873),55387,Residential
96559,Boston,42.25721400000001,-71.156036,26.50095,1,POINT (-71.156036 42.25721400000001),54439,Residential
114826,Boston,42.282238,-71.15471600000002,27.890375,1,POINT (-71.15471600000002 42.282238),54501,Residential
10276,Boston,42.321098,-71.087074,27.178232,1,POINT (-71.087074 42.321098),55550,Residential
95586,Boston,42.255913,-71.159409,27.409216,1,POINT (-71.159409 42.255913),54439,Residential
113466,Boston,42.280289,-71.137833,25.169052,1,POINT (-71.137833 42.280289),54250,Residential
113680,Boston,42.280613,-71.128265,26.298803000000003,1,POINT (-71.128265 42.280613),54250,Residential
113485,Boston,42.280289,-71.14909399999998,28.174543,1,POINT (-71.14909399999998 42.280289),54445,Residential
104782,Boston,42.268265,-71.108002,26.589596000000004,1,POINT (-71.108002 42.268265),54331,Residential
21201,Boston,42.3419,-71.099083,30.539728000000004,1,POINT (-71.09908299999999 42.3419),55181,Residential
11100,Boston,42.323376,-71.083885,27.440163,1,POINT (-71.083885 42.323376),55546,Residential
118761,Boston,42.288738,-71.164474,25.728996,1,POINT (-71.164474 42.288738),54446,Residential
1848,Boston,42.2925,-71.05967700000002,25.431036,1,POINT (-71.05967700000002 42.2925),55679,Residential
101319,Boston,42.26339,-71.116066,26.214857,1,POINT (-71.116066 42.26339),54344,Residential
95804,Boston,42.256237,-71.13108100000002,28.224785,1,POINT (-71.13108100000002 42.256237),54363,Residential
27281,Boston,42.350349,-71.163628,27.778261,1,POINT (-71.163628 42.350349),55293,Residential
115780,Boston,42.283863,-71.08285500000002,27.062805,1,POINT (-71.08285500000002 42.283863),54673,Residential
14505,Boston,42.331173,-71.041473,34.341827,1,POINT (-71.041473 42.331173),54595,Residential
116836,Boston,42.285488,-71.13295699999998,25.917929,1,POINT (-71.13295699999998 42.285488),54250,Residential
99727,Boston,42.261436,-71.114189,26.333088,1,POINT (-71.114189 42.261436),54344,Residential
3181,Boston,42.298672,-71.084259,25.176905,1,POINT (-71.084259 42.298672),54675,Residential
49841,Boston,42.3848,-71.011269,25.749449,1,POINT (-71.011269 42.3848),55449,Residential
3403,Boston,42.299648,-71.05216999999998,27.286053000000006,1,POINT (-71.05216999999998 42.299648),55695,Residential
120856,Boston,42.293289,-71.117195,31.886654,1,POINT (-71.117195 42.293289),54242,Residential
23892,Boston,42.345798,-71.155373,28.468918,1,POINT (-71.155373 42.345798),55388,Residential
109862,Boston,42.275089,-71.11756899999997,27.270849,1,POINT (-71.11756899999997 42.275089),54318,Residential
116711,Boston,42.285164,-71.167664,32.821068,1,POINT (-71.167664 42.285164),54446,Residential
12361,Boston,42.326626,-71.08500699999998,29.944412,1,POINT (-71.08500699999998 42.326626),54531,Residential
2807,Boston,42.296986,-71.087112,26.215345000000006,1,POINT (-71.087112 42.296986),54675,Residential
1521,Boston,42.290874,-71.054611,28.465355,1,POINT (-71.05461099999999 42.290874),55719,Residential
1636,Boston,42.291523,-71.04898100000003,31.891668,1,POINT (-71.04898100000003 42.291523),55721,Residential
23428,Boston,42.34515,-71.141113,33.913841,1,POINT (-71.141113 42.34515),55387,Residential
117271,Boston,42.286137,-71.167854,25.310463,1,POINT (-71.16785400000001 42.286137),54446,Residential
112792,Boston,42.279312,-71.115501,30.119734,1,POINT (-71.11550099999999 42.279312),54298,Residential
115080,Boston,42.282566,-71.076477,28.343418,1,POINT (-71.076477 42.282566),55631,Residential
92734,Boston,42.252338,-71.143089,26.994528000000006,1,POINT (-71.143089 42.252338),54368,Residential
119063,Boston,42.289387,-71.146835,25.883858,1,POINT (-71.146835 42.289387),54488,Residential
82794,Boston,42.236736,-71.13295699999998,29.145241,1,POINT (-71.13295699999998 42.236736),54380,Residential
115489,Boston,42.28321500000001,-71.166542,27.66548,1,POINT (-71.16654200000001 42.28321500000001),54446,Residential
108631,Boston,42.273464,-71.089607,29.13728,1,POINT (-71.089607 42.273464),54649,Residential
7317,Boston,42.313625,-71.102272,28.777044,1,POINT (-71.102272 42.313625),55791,Residential
1175,Boston,42.288925,-71.06061600000002,29.773918,1,POINT (-71.06061600000002 42.288925),55711,Residential
4689,Boston,42.3055,-71.068687,29.319365,1,POINT (-71.068687 42.3055),55664,Residential
103699,Boston,42.26664,-71.112686,28.156567,1,POINT (-71.112686 42.26664),54331,Residential
102324,Boston,42.264687,-71.12056700000002,28.710979,1,POINT (-71.12056700000002 42.264687),54331,Residential
9703,Boston,42.319473,-71.115402,28.546961,1,POINT (-71.115402 42.319473),55756,Residential
4085,Boston,42.302574,-71.073753,31.828415000000003,1,POINT (-71.073753 42.302574),55662,Residential
120635,Boston,42.292637,-71.15434300000003,27.185143,1,POINT (-71.15434300000003 42.292637),54446,Residential
6269,Boston,42.311024,-71.087631,25.149029,1,POINT (-71.087631 42.311024),54588,Residential
31887,Boston,42.357822,-71.134918,27.03207,1,POINT (-71.134918 42.357822),55321,Residential
85720,Boston,42.242588,-71.134079,25.363613,1,POINT (-71.134079 42.242588),54395,Residential
16879,Boston,42.335075,-71.03697199999998,26.271811,1,POINT (-71.03697199999998 42.335075),54631,Residential
36830,Boston,42.366276,-71.03546899999998,26.097332,1,POINT (-71.03546899999998 42.366276),55499,Residential
114402,Boston,42.28159,-71.151344,30.971453000000004,1,POINT (-71.15134399999999 42.28159),54501,Residential
120005,Boston,42.29134000000001,-71.116066,26.456371,1,POINT (-71.116066 42.29134000000001),54238,Residential
36420,Boston,42.365623,-71.03022,26.975737,1,POINT (-71.03022 42.365623),55499,Residential
7482,Boston,42.314259,-71.114662,30.418987,1,POINT (-71.114662 42.314259),55826,Residential
2772,Boston,42.296722,-71.064743,25.257593,1,POINT (-71.06474300000001 42.296722),55567,Residential
8183,Boston,42.315899,-71.05967700000002,26.061775,1,POINT (-71.05967700000002 42.315899),55570,Residential
110756,Boston,42.276386,-71.086044,26.757334000000004,1,POINT (-71.086044 42.276386),54649,Residential
128114,Boston,42.311951,-71.11880500000002,31.47123,1,POINT (-71.11880500000002 42.311951),55826,Residential
111265,Boston,42.277039,-71.12844799999998,26.336514,1,POINT (-71.12844799999998 42.277039),54308,Residential
4103,Boston,42.302574,-71.083885,25.311075,1,POINT (-71.083885 42.302574),54675,Residential
45565,Boston,42.378948,-71.03828399999998,25.559374,1,POINT (-71.03828399999998 42.378948),55478,Residential
127641,Boston,42.310513,-71.125633,29.719604,1,POINT (-71.12563299999999 42.310513),54244,Residential
8778,Boston,42.3172,-71.108086,25.872889,1,POINT (-71.108086 42.3172),55836,Residential
16170,Boston,42.333775,-71.106773,28.251793,1,POINT (-71.106773 42.333775),55043,Residential
7299,Boston,42.313625,-71.09214,26.669683000000006,1,POINT (-71.09214 42.313625),54749,Residential
114401,Boston,42.28159,-71.15097,30.001154,1,POINT (-71.15097 42.28159),54501,Residential
96049,Boston,42.256561,-71.130516,25.011843,1,POINT (-71.130516 42.256561),54363,Residential
15724,Boston,42.333122,-71.08500699999998,25.974987,1,POINT (-71.08500699999998 42.333122),54517,Residential
1998,Boston,42.293148,-71.067932,26.639404,1,POINT (-71.067932 42.293148),55567,Residential
7048,Boston,42.312973,-71.100021,29.791105,1,POINT (-71.100021 42.312973),55791,Residential
114680,Boston,42.282047,-71.065887,26.027496,1,POINT (-71.065887 42.282047),55593,Residential
122041,Boston,42.296211,-71.148155,28.637857,1,POINT (-71.148155 42.296211),54446,Residential
10688,Boston,42.322075,-71.114281,26.220791,1,POINT (-71.11428100000001 42.322075),55757,Residential
10025,Boston,42.32045,-71.08444200000002,28.774363,1,POINT (-71.08444200000002 42.32045),55550,Residential
22048,Boston,42.343201,-71.105087,30.952963,1,POINT (-71.105087 42.343201),55211,Residential
32798,Boston,42.359447,-71.07206,27.697483,1,POINT (-71.07205999999999 42.359447),55197,Residential
110584,Boston,42.276062,-71.12001,25.29472,1,POINT (-71.12000999999999 42.276062),54304,Residential
117986,Boston,42.287437,-71.124321,27.050034000000004,1,POINT (-71.12432099999999 42.287437),54250,Residential
126835,Boston,42.308571,-71.120003,35.198532,1,POINT (-71.120003 42.308571),55822,Residential
5122,Boston,42.307449,-71.067932,33.224289,1,POINT (-71.067932 42.307449),55664,Residential
9644,Boston,42.319473,-71.080505,27.042404,1,POINT (-71.080505 42.319473),55544,Residential
16563,Boston,42.334423,-71.100021,29.567101,1,POINT (-71.100021 42.334423),55027,Residential
356,Boston,42.283047,-71.061378,27.671844,1,POINT (-71.061378 42.283047),55713,Residential
89108,Boston,42.247787,-71.12844799999998,25.037666,1,POINT (-71.12844799999998 42.247787),54420,Residential
115737,Boston,42.283554,-71.074776,31.802269,1,POINT (-71.074776 42.283554),55631,Residential
110368,Boston,42.275738,-71.13108100000002,28.946541,1,POINT (-71.13108100000002 42.275738),54250,Residential
117750,Boston,42.287113,-71.093361,28.899822,1,POINT (-71.093361 42.287113),54669,Residential
112522,Boston,42.278988,-71.071411,25.713278,1,POINT (-71.071411 42.278988),55568,Residential
3228,Boston,42.298676,-71.073753,31.274189,1,POINT (-71.073753 42.298676),55654,Residential
116662,Boston,42.285164,-71.140274,26.235025,1,POINT (-71.14027400000001 42.285164),54250,Residential
27992,Boston,42.351322,-71.15744000000002,28.338341,1,POINT (-71.15744000000002 42.351322),55328,Residential
47318,Boston,42.381226,-71.064743,26.446388,1,POINT (-71.06474300000001 42.381226),54821,Residential
9239,Boston,42.318501,-71.074692,28.123711,1,POINT (-71.074692 42.318501),55517,Residential
7810,Boston,42.314922,-71.072624,27.559847,1,POINT (-71.072624 42.314922),55517,Residential
103490,Boston,42.266312,-71.118134,25.216257,1,POINT (-71.118134 42.266312),54331,Residential
48583,Boston,42.382851,-71.038658,28.482029,1,POINT (-71.038658 42.382851),55478,Residential
4584,Boston,42.304848,-71.083694,25.265526,1,POINT (-71.08369399999999 42.304848),54675,Residential
36267,Boston,42.365299,-71.066429,27.019255,1,POINT (-71.066429 42.365299),55213,Residential
15076,Boston,42.33215,-71.03265400000002,26.677004,1,POINT (-71.03265400000002 42.33215),54595,Residential
21903,Boston,42.342873,-71.150681,31.900185,1,POINT (-71.15068100000001 42.342873),55386,Residential
121149,Boston,42.293938,-71.14008299999998,25.367517000000007,1,POINT (-71.14008299999998 42.293938),54450,Residential
120434,Boston,42.292313,-71.113625,27.797522,1,POINT (-71.113625 42.292313),54238,Residential
111099,Boston,42.276714,-71.167664,28.324707,1,POINT (-71.167664 42.276714),54449,Residential
113177,Boston,42.279964,-71.08285500000002,26.985994,1,POINT (-71.08285500000002 42.279964),54224,Residential
45310,Boston,42.378624,-71.035851,31.419531,1,POINT (-71.03585099999999 42.378624),55478,Residential
1791,Boston,42.292175,-71.06399499999998,30.005573,1,POINT (-71.06399499999998 42.292175),55663,Residential
118565,Boston,42.288414,-71.1474,29.608099,1,POINT (-71.1474 42.288414),54488,Residential
110036,Boston,42.27541400000001,-71.06822199999998,29.472776,1,POINT (-71.06822199999998 42.27541400000001),55632,Residential
43452,Boston,42.376022,-71.057236,31.660379,1,POINT (-71.057236 42.376022),54791,Residential
120376,Boston,42.291988,-71.164856,25.572502,1,POINT (-71.164856 42.291988),54446,Residential
26191,Boston,42.349049,-71.090446,33.428596,1,POINT (-71.090446 42.349049),55192,Residential
99993,Boston,42.261765,-71.118881,26.439737,1,POINT (-71.118881 42.261765),54331,Residential
5032,Boston,42.307125,-71.062492,26.131245,1,POINT (-71.06249200000001 42.307125),55664,Residential
127762,Boston,42.310844,-71.124321,26.747339,1,POINT (-71.12432099999999 42.310844),54244,Residential
19825,Boston,42.339622,-71.082756,25.057863,1,POINT (-71.082756 42.339622),54731,Residential
109449,Boston,42.274437,-71.165977,25.800797,1,POINT (-71.165977 42.274437),54449,Residential
133,Boston,42.280468,-71.051598,26.781076,1,POINT (-71.051598 42.280468),55703,Residential
1980,Boston,42.293148,-71.0578,27.685928000000004,1,POINT (-71.0578 42.293148),55679,Residential
4422,Boston,42.304199,-71.067932,25.507511,1,POINT (-71.067932 42.304199),55654,Residential
5773,Boston,42.309723,-71.061363,33.743713,1,POINT (-71.061363 42.309723),55664,Residential
8153,Boston,42.315891,-71.116348,27.694118,1,POINT (-71.116348 42.315891),55826,Residential
111453,Boston,42.277363,-71.094116,32.243572,1,POINT (-71.094116 42.277363),54645,Residential
44347,Boston,42.377323,-71.032471,27.086338,1,POINT (-71.032471 42.377323),55499,Residential
106131,Boston,42.270214,-71.124886,26.880898,1,POINT (-71.124886 42.270214),54363,Residential
121044,Boston,42.293613,-71.154907,25.804888,1,POINT (-71.15490699999999 42.293613),54446,Residential
5735,Boston,42.309639,-71.109825,25.526358,1,POINT (-71.109825 42.309639),54249,Residential
17095,Boston,42.3354,-71.04091600000002,26.096422,1,POINT (-71.04091600000002 42.3354),54631,Residential
111253,Boston,42.277039,-71.12056700000002,28.629539,1,POINT (-71.12056700000002 42.277039),54250,Residential
122019,Boston,42.296211,-71.135773,28.46312,1,POINT (-71.135773 42.296211),54450,Residential
92700,Boston,42.252338,-71.11644,25.604696,1,POINT (-71.11644 42.252338),54430,Residential
32299,Boston,42.358475,-71.130043,28.128649,1,POINT (-71.130043 42.358475),55346,Residential
121305,Boston,42.294262,-71.157158,26.933554,1,POINT (-71.157158 42.294262),54446,Residential
105424,Boston,42.269238,-71.107063,30.124556,1,POINT (-71.107063 42.269238),54331,Residential
127252,Boston,42.309711,-71.113716,26.043848,1,POINT (-71.113716 42.309711),55811,Residential
23450,Boston,42.34515,-71.15349599999998,25.89361,1,POINT (-71.15349599999998 42.34515),55388,Residential
106877,Boston,42.271187,-71.12207,29.074417,1,POINT (-71.12206999999999 42.271187),54308,Residential
5622,Boston,42.309074,-71.100021,27.829647,1,POINT (-71.100021 42.309074),55789,Residential
5207,Boston,42.307774,-71.069244,33.074196,1,POINT (-71.069244 42.307774),55664,Residential
7566,Boston,42.314274,-71.08651,32.205311,1,POINT (-71.08651 42.314274),54586,Residential
13194,Boston,42.328575,-71.092888,25.378441,1,POINT (-71.092888 42.328575),54740,Residential
112549,Boston,42.278988,-71.088295,29.441776,1,POINT (-71.088295 42.278988),54674,Residential
120155,Boston,42.291664,-71.118881,29.583643,1,POINT (-71.118881 42.291664),54242,Residential
100537,Boston,42.262413,-71.124886,26.37756,1,POINT (-71.124886 42.262413),54363,Residential
10400,Boston,42.321423,-71.08538100000001,26.902863,1,POINT (-71.08538100000001 42.321423),55550,Residential
10351,Boston,42.321423,-71.057991,28.120655,1,POINT (-71.057991 42.321423),55599,Residential
115741,Boston,42.283566,-71.073647,30.903816,1,POINT (-71.07364699999999 42.283566),55631,Residential
14600,Boston,42.331173,-71.10114300000002,29.806179,1,POINT (-71.10114300000002 42.331173),55046,Residential
8944,Boston,42.317848,-71.055176,25.202061,1,POINT (-71.055176 42.317848),55672,Residential
40036,Boston,42.371147,-71.034157,27.018621000000003,1,POINT (-71.03415699999999 42.371147),55436,Residential
11262,Boston,42.3237,-71.11484499999997,25.899122,1,POINT (-71.11484499999997 42.3237),55756,Residential
113715,Boston,42.280613,-71.14852900000002,29.939478,1,POINT (-71.14852900000002 42.280613),54485,Residential
110114,Boston,42.27541400000001,-71.123756,27.925014,1,POINT (-71.123756 42.27541400000001),54308,Residential
92954,Boston,42.252663,-71.12150600000002,29.276987,1,POINT (-71.12150600000002 42.252663),54423,Residential
116661,Boston,42.285164,-71.13951899999998,27.00119,1,POINT (-71.13951899999998 42.285164),54250,Residential
1976,Boston,42.293148,-71.05555,31.292234000000004,1,POINT (-71.05555 42.293148),55666,Residential
1517,Boston,42.290874,-71.052361,29.465532,1,POINT (-71.052361 42.290874),55721,Residential
10008,Boston,42.32045,-71.074692,24.950541,1,POINT (-71.074692 42.32045),55517,Residential
2171,Boston,42.294125,-71.076378,30.981201,1,POINT (-71.07637800000001 42.294125),55564,Residential
3577,Boston,42.300301,-71.071312,26.436764,1,POINT (-71.07131200000001 42.300301),55654,Residential
3039,Boston,42.298023,-71.083885,25.494024,1,POINT (-71.083885 42.298023),54675,Residential
7615,Boston,42.314575,-71.11598199999997,25.958313,1,POINT (-71.11598199999997 42.314575),55826,Residential
114981,Boston,42.282562,-71.120384,25.788189000000006,1,POINT (-71.120384 42.282562),54250,Residential
12249,Boston,42.326298,-71.09607700000002,26.445618,1,POINT (-71.09607700000002 42.326298),54740,Residential
28995,Boston,42.352947,-71.126099,27.697184000000004,1,POINT (-71.126099 42.352947),55286,Residential
105026,Boston,42.268589,-71.128822,30.413738,1,POINT (-71.128822 42.268589),54363,Residential
120999,Boston,42.293613,-71.122261,28.223665000000004,1,POINT (-71.12226099999999 42.293613),54265,Residential
114679,Boston,42.282036,-71.06626899999998,36.27626,1,POINT (-71.06626899999998 42.282036),55593,Residential
101585,Boston,42.263714,-71.12338299999998,28.759315,1,POINT (-71.12338299999998 42.263714),54363,Residential
27506,Boston,42.350674,-71.154808,28.083321,1,POINT (-71.154808 42.350674),55328,Residential
112837,Boston,42.279312,-71.144028,31.010479,1,POINT (-71.14402800000001 42.279312),54445,Residential
1374,Boston,42.290199,-71.073769,25.470238,1,POINT (-71.073769 42.290199),55564,Residential
119429,Boston,42.290039,-71.166733,28.006903,1,POINT (-71.16673299999999 42.290039),54446,Residential
11000,Boston,42.323048,-71.091576,25.499811,1,POINT (-71.091576 42.323048),54740,Residential
118167,Boston,42.287762,-71.118881,29.693914000000003,1,POINT (-71.118881 42.287762),54239,Residential
30230,Boston,42.3549,-71.170006,26.758648,1,POINT (-71.170006 42.3549),55279,Residential
26570,Boston,42.349373,-71.16832,27.61636,1,POINT (-71.16831999999999 42.349373),55297,Residential
3360,Boston,42.299324,-71.068497,30.83691,1,POINT (-71.06849699999999 42.299324),55654,Residential
16336,Boston,42.334099,-71.08444200000002,30.538874,1,POINT (-71.08444200000002 42.334099),54517,Residential
3089,Boston,42.298023,-71.074875,28.73859,1,POINT (-71.07487500000001 42.298023),55654,Residential
24268,Boston,42.346451,-71.093452,26.875635,1,POINT (-71.093452 42.346451),55170,Residential
23104,Boston,42.344826,-71.072998,30.228415,1,POINT (-71.072998 42.344826),54895,Residential
109098,Boston,42.274113,-71.078728,28.809408,1,POINT (-71.078728 42.274113),54657,Residential
123027,Boston,42.299461,-71.112503,25.217148,1,POINT (-71.112503 42.299461),54242,Residential
110613,Boston,42.276062,-71.136894,27.623753000000004,1,POINT (-71.136894 42.276062),54301,Residential
120162,Boston,42.291664,-71.122635,32.778664,1,POINT (-71.122635 42.291664),54268,Residential
110867,Boston,42.276386,-71.162224,28.676348,1,POINT (-71.16222399999999 42.276386),54449,Residential
110959,Boston,42.276714,-71.074974,25.763611,1,POINT (-71.074974 42.276714),55568,Residential
16542,Boston,42.334423,-71.087631,32.767166,1,POINT (-71.087631 42.334423),54517,Residential
29257,Boston,42.353275,-71.163818,29.576828000000006,1,POINT (-71.16381800000001 42.353275),55282,Residential
112174,Boston,42.278339,-71.132202,26.148102,1,POINT (-71.13220200000001 42.278339),54250,Residential
23867,Boston,42.345798,-71.141113,26.854637,1,POINT (-71.141113 42.345798),55387,Residential
3587,Boston,42.300301,-71.076942,31.293612,1,POINT (-71.076942 42.300301),55664,Residential
118024,Boston,42.287437,-71.146835,25.385075,1,POINT (-71.146835 42.287437),54265,Residential
21093,Boston,42.341576,-71.155182,27.050318,1,POINT (-71.155182 42.341576),55371,Residential
51353,Boston,42.387398,-71.006012,25.565731,1,POINT (-71.006012 42.387398),55451,Residential
34484,Boston,42.362373,-71.06399499999998,25.014639000000006,1,POINT (-71.06399499999998 42.362373),55213,Residential
9264,Boston,42.318501,-71.088951,34.738319,1,POINT (-71.08895099999999 42.318501),54552,Residential
105897,Boston,42.26989,-71.12844799999998,29.571308,1,POINT (-71.12844799999998 42.26989),54363,Residential
26758,Boston,42.349697,-71.136612,25.587332,1,POINT (-71.136612 42.349697),55265,Residential
2307,Boston,42.294769,-71.079758,27.035273,1,POINT (-71.079758 42.294769),54675,Residential
125818,Boston,42.306355,-71.111526,28.164221,1,POINT (-71.111526 42.306355),54249,Residential
2168,Boston,42.294121,-71.077507,31.882694,1,POINT (-71.077507 42.294121),55564,Residential
9161,Boston,42.318172,-71.105644,26.86776,1,POINT (-71.105644 42.318172),55836,Residential
10397,Boston,42.321423,-71.083885,28.6259,1,POINT (-71.083885 42.321423),55550,Residential
113386,Boston,42.280289,-71.08004,29.835188,1,POINT (-71.08004 42.280289),55613,Residential
640,Boston,42.285351,-71.060051,29.108313,1,POINT (-71.060051 42.285351),55718,Residential
29233,Boston,42.353275,-71.149559,32.484077,1,POINT (-71.149559 42.353275),55379,Residential
37259,Boston,42.366924,-71.033218,26.361464,1,POINT (-71.03321800000001 42.366924),55499,Residential
94215,Boston,42.254288,-71.120949,28.205952000000003,1,POINT (-71.120949 42.254288),54423,Residential
106640,Boston,42.270863,-71.1474,28.41297,1,POINT (-71.1474 42.270863),54441,Residential
