,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC
114424,Boston,42.28159,-71.166733,24.702251,0,POINT (-71.16673299999999 42.28159),54446,Residential
24152,Boston,42.346439,-71.170013,19.506887,0,POINT (-71.170013 42.346439),55377,Residential
43433,Boston,42.376022,-71.03772,20.892479,0,POINT (-71.03771999999999 42.376022),55478,Residential
83070,Boston,42.237389,-71.127701,22.277975,0,POINT (-71.127701 42.237389),54380,Residential
18674,Boston,42.337673,-71.14843,24.815994,0,POINT (-71.14843 42.337673),55365,Residential
117778,Boston,42.287113,-71.113625,24.563976,0,POINT (-71.113625 42.287113),54236,Residential
6348,Boston,42.311348,-71.064178,20.135178,0,POINT (-71.064178 42.311348),55664,Residential
543,Boston,42.284698,-71.060806,23.845303,0,POINT (-71.060806 42.284698),55716,Residential
118743,Boston,42.288738,-71.15434300000003,24.111622,0,POINT (-71.15434300000003 42.288738),54446,Residential
52174,Boston,42.388699,-71.003761,23.847975,0,POINT (-71.003761 42.388699),55463,Residential
7411,Boston,42.31395,-71.078819,23.053497,0,POINT (-71.078819 42.31395),55522,Residential
106400,Boston,42.270538,-71.16372700000002,24.857302,0,POINT (-71.16372700000002 42.270538),54449,Residential
82928,Boston,42.237064,-71.126015,20.201376,0,POINT (-71.126015 42.237064),54380,Residential
3904,Boston,42.301926,-71.05573299999998,24.427975,0,POINT (-71.05573299999998 42.301926),55689,Residential
2863,Boston,42.29705,-71.075439,22.415388,0,POINT (-71.075439 42.29705),55654,Residential
115048,Boston,42.282562,-71.160912,21.675362,0,POINT (-71.160912 42.282562),54446,Residential
15846,Boston,42.33345,-71.034912,23.843918,0,POINT (-71.03491200000001 42.33345),54595,Residential
24372,Boston,42.346451,-71.158752,24.66688,0,POINT (-71.15875200000001 42.346451),55356,Residential
28769,Boston,42.352623,-71.08500699999998,19.933554,0,POINT (-71.08500699999998 42.352623),55192,Residential
11465,Boston,42.324348,-71.095703,20.076902,0,POINT (-71.095703 42.324348),54740,Residential
101620,Boston,42.263714,-71.166168,24.452692000000006,0,POINT (-71.166168 42.263714),54449,Residential
108455,Boston,42.273136,-71.15097,21.40513,0,POINT (-71.15097 42.273136),54445,Residential
110345,Boston,42.275738,-71.117195,21.117420000000006,0,POINT (-71.117195 42.275738),54250,Residential
107100,Boston,42.271515,-71.089989,21.092197,0,POINT (-71.089989 42.271515),54652,Residential
44396,Boston,42.377323,-71.069244,21.425032,0,POINT (-71.069244 42.377323),54820,Residential
9914,Boston,42.320126,-71.08989,23.922615,0,POINT (-71.08989 42.320126),54749,Residential
120006,Boston,42.29134000000001,-71.11644,20.969572,0,POINT (-71.11644 42.29134000000001),54238,Residential
105226,Boston,42.268913,-71.115501,21.981901,0,POINT (-71.11550099999999 42.268913),54331,Residential
21333,Boston,42.342224,-71.05348199999997,18.419636,0,POINT (-71.05348199999997 42.342224),54631,Residential
37048,Boston,42.3666,-71.03828399999998,21.904671,0,POINT (-71.03828399999998 42.3666),55499,Residential
90136,Boston,42.249088,-71.111565,23.255806,0,POINT (-71.111565 42.249088),54429,Residential
110035,Boston,42.27541400000001,-71.06746700000002,21.986053,0,POINT (-71.06746700000002 42.27541400000001),54718,Residential
44611,Boston,42.377647,-71.057426,24.443954,0,POINT (-71.05742600000001 42.377647),54786,Residential
11223,Boston,42.3237,-71.090073,23.747597,0,POINT (-71.090073 42.3237),54740,Residential
719,Boston,42.285999,-71.05555,24.072258,0,POINT (-71.05555 42.285999),55691,Residential
10949,Boston,42.323048,-71.060806,22.404133,0,POINT (-71.060806 42.323048),55598,Residential
88847,Boston,42.247463,-71.115501,21.467501,0,POINT (-71.11550099999999 42.247463),54430,Residential
27780,Boston,42.350998,-71.172256,17.677277,0,POINT (-71.172256 42.350998),55277,Residential
109199,Boston,42.274113,-71.160912,24.407951,0,POINT (-71.160912 42.274113),54449,Residential
28132,Boston,42.35165,-71.106964,17.804160999999993,0,POINT (-71.106964 42.35165),55200,Residential
118393,Boston,42.28809,-71.146835,24.124529000000006,0,POINT (-71.146835 42.28809),54488,Residential
4338,Boston,42.303875,-71.05611400000002,9.8846254,0,POINT (-71.05611400000002 42.303875),55689,Residential
8340,Boston,42.316223,-71.077126,22.423178,0,POINT (-71.07712600000001 42.316223),55523,Residential
124445,Boston,42.303364,-71.11700400000002,22.41864,0,POINT (-71.11700400000002 42.303364),54234,Residential
20937,Boston,42.341576,-71.053864,21.894882,0,POINT (-71.053864 42.341576),54597,Residential
101355,Boston,42.26339,-71.153221,24.760273,0,POINT (-71.153221 42.26339),54502,Residential
118068,Boston,42.287437,-71.17160799999998,22.073076,0,POINT (-71.17160799999998 42.287437),54446,Residential
112098,Boston,42.278339,-71.07253299999998,21.416063,0,POINT (-71.07253299999998 42.278339),55568,Residential
9613,Boston,42.319473,-71.062866,23.819757,0,POINT (-71.062866 42.319473),55570,Residential
10112,Boston,42.320774,-71.062866,20.655579,0,POINT (-71.062866 42.320774),55570,Residential
49047,Boston,42.383499,-71.070938,20.954464,0,POINT (-71.070938 42.383499),54793,Residential
7430,Boston,42.31395,-71.089325,23.798077,0,POINT (-71.089325 42.31395),54749,Residential
116060,Boston,42.284187,-71.13745899999998,24.005606,0,POINT (-71.13745899999998 42.284187),54250,Residential
108457,Boston,42.273136,-71.160347,23.688356,0,POINT (-71.160347 42.273136),54449,Residential
20122,Boston,42.339951,-71.15424300000002,24.390404,0,POINT (-71.15424300000002 42.339951),55360,Residential
44388,Boston,42.377323,-71.064743,19.660847,0,POINT (-71.06474300000001 42.377323),54791,Residential
31814,Boston,42.357822,-71.072624,22.254448,0,POINT (-71.072624 42.357822),55197,Residential
9536,Boston,42.319149,-71.09458199999997,23.005388,0,POINT (-71.09458199999997 42.319149),54733,Residential
120025,Boston,42.29134000000001,-71.13108100000002,23.165562,0,POINT (-71.13108100000002 42.29134000000001),54265,Residential
98266,Boston,42.259487,-71.151344,23.428316,0,POINT (-71.15134399999999 42.259487),54438,Residential
15680,Boston,42.333122,-71.052734,23.915241,0,POINT (-71.052734 42.333122),54595,Residential
107708,Boston,42.272163,-71.162788,23.739292000000006,0,POINT (-71.16278800000001 42.272163),54449,Residential
49015,Boston,42.383499,-71.01351899999997,19.806013,0,POINT (-71.01351899999997 42.383499),55449,Residential
14965,Boston,42.331825,-71.083885,23.901718,0,POINT (-71.083885 42.331825),54517,Residential
29928,Boston,42.354572,-71.074875,17.858482000000006,0,POINT (-71.07487500000001 42.354572),55192,Residential
17789,Boston,42.336372,-71.102272,22.729679,0,POINT (-71.102272 42.336372),55228,Residential
3064,Boston,42.298023,-71.06061600000002,20.042086,0,POINT (-71.06061600000002 42.298023),55641,Residential
85929,Boston,42.242912,-71.135773,23.60111,0,POINT (-71.135773 42.242912),54396,Residential
22114,Boston,42.343201,-71.145241,23.271976,0,POINT (-71.145241 42.343201),55243,Residential
13467,Boston,42.329224,-71.078255,22.89422,0,POINT (-71.078255 42.329224),54524,Residential
112755,Boston,42.279312,-71.08210799999998,22.209183,0,POINT (-71.08210799999998 42.279312),54224,Residential
126960,Boston,42.308887,-71.12281800000002,20.744822,0,POINT (-71.12281800000002 42.308887),54244,Residential
11718,Boston,42.325001,-71.100578,24.737545,0,POINT (-71.100578 42.325001),55781,Residential
116479,Boston,42.28484,-71.147591,20.019712,0,POINT (-71.14759100000001 42.28484),54299,Residential
112806,Boston,42.279312,-71.124886,24.402143,0,POINT (-71.124886 42.279312),54308,Residential
118770,Boston,42.288738,-71.16935699999998,23.696724,0,POINT (-71.16935699999998 42.288738),54446,Residential
16686,Boston,42.334747,-71.047668,24.124256,0,POINT (-71.047668 42.334747),54595,Residential
20158,Boston,42.340275,-71.05160500000002,19.860804,0,POINT (-71.05160500000002 42.340275),54597,Residential
113494,Boston,42.280289,-71.15471600000002,24.587517,0,POINT (-71.15471600000002 42.280289),54445,Residential
106399,Boston,42.270538,-71.163353,24.604998,0,POINT (-71.163353 42.270538),54449,Residential
7680,Boston,42.314598,-71.074692,20.770117000000006,0,POINT (-71.074692 42.314598),55517,Residential
1098,Boston,42.288597,-71.04840899999998,20.845448,0,POINT (-71.04840899999998 42.288597),55702,Residential
90403,Boston,42.249413,-71.114754,23.171038,0,POINT (-71.114754 42.249413),54429,Residential
3444,Boston,42.299648,-71.076561,23.40308,0,POINT (-71.076561 42.299648),55664,Residential
107341,Boston,42.271839,-71.078163,22.621782,0,POINT (-71.078163 42.271839),54657,Residential
128431,Boston,42.312859,-71.12278,24.311069,0,POINT (-71.12278000000001 42.312859),54244,Residential
7035,Boston,42.312973,-71.092888,23.341066,0,POINT (-71.092888 42.312973),54752,Residential
43194,Boston,42.375698,-71.035286,20.461031,0,POINT (-71.035286 42.375698),55499,Residential
105271,Boston,42.268913,-71.16729000000002,21.207163,0,POINT (-71.16729000000002 42.268913),54449,Residential
7031,Boston,42.312973,-71.090637,23.95549,0,POINT (-71.090637 42.312973),54749,Residential
122673,Boston,42.298164,-71.144775,24.601595,0,POINT (-71.144775 42.298164),54492,Residential
29054,Boston,42.352947,-71.16325400000002,24.714457,0,POINT (-71.16325400000002 42.352947),55282,Residential
114591,Boston,42.281914,-71.139145,24.07308,0,POINT (-71.139145 42.281914),54250,Residential
29932,Boston,42.354572,-71.077126,19.3022,0,POINT (-71.07712600000001 42.354572),55192,Residential
851,Boston,42.286972,-71.064743,20.052967,0,POINT (-71.06474300000001 42.286972),55642,Residential
9971,Boston,42.32045,-71.053299,16.513464000000006,0,POINT (-71.053299 42.32045),55752,Residential
111313,Boston,42.277039,-71.156593,22.859667,0,POINT (-71.156593 42.277039),54445,Residential
13954,Boston,42.3302,-71.055176,22.874554,0,POINT (-71.055176 42.3302),55413,Residential
15477,Boston,42.332798,-71.048416,19.928358,0,POINT (-71.048416 42.332798),54595,Residential
14514,Boston,42.331173,-71.04673000000003,23.15855,0,POINT (-71.04673000000003 42.331173),54595,Residential
107671,Boston,42.272163,-71.124512,22.114901,0,POINT (-71.124512 42.272163),54308,Residential
43693,Boston,42.37635,-71.062302,21.598431,0,POINT (-71.062302 42.37635),54213,Residential
9970,Boston,42.32045,-71.052925,14.231231,0,POINT (-71.052925 42.32045),55752,Residential
6959,Boston,42.312973,-71.05011,24.854118,0,POINT (-71.05011 42.312973),55736,Residential
44370,Boston,42.377323,-71.054611,20.551462,0,POINT (-71.05461099999999 42.377323),54786,Residential
6254,Boston,42.311024,-71.079376,23.501329,0,POINT (-71.079376 42.311024),55523,Residential
9303,Boston,42.318501,-71.110718,23.249933,0,POINT (-71.11071800000001 42.318501),55836,Residential
94501,Boston,42.254612,-71.142525,22.306581,0,POINT (-71.14252500000001 42.254612),54368,Residential
5755,Boston,42.309723,-71.049355,23.43738,0,POINT (-71.04935500000001 42.309723),55746,Residential
10736,Boston,42.322399,-71.07243299999998,20.975834,0,POINT (-71.07243299999998 42.322399),54754,Residential
118952,Boston,42.289066,-71.08773000000002,23.288671,0,POINT (-71.08773000000002 42.289066),54673,Residential
5512,Boston,42.30875,-71.087074,22.623953,0,POINT (-71.087074 42.30875),54752,Residential
2037,Boston,42.293472,-71.05011,24.067482,0,POINT (-71.05011 42.293472),55721,Residential
8449,Boston,42.316547,-71.06755799999998,22.658381,0,POINT (-71.06755799999998 42.316547),55662,Residential
114344,Boston,42.28159,-71.11756899999997,20.181631,0,POINT (-71.11756899999997 42.28159),54250,Residential
116194,Boston,42.284512,-71.087357,22.487638,0,POINT (-71.087357 42.284512),54674,Residential
97751,Boston,42.258839,-71.127701,21.420902,0,POINT (-71.127701 42.258839),54363,Residential
41645,Boston,42.373425,-71.064743,22.179886,0,POINT (-71.06474300000001 42.373425),54824,Residential
37495,Boston,42.367249,-71.038658,16.45174,0,POINT (-71.038658 42.367249),55499,Residential
124569,Boston,42.303688,-71.11756899999997,23.745794,0,POINT (-71.11756899999997 42.303688),54234,Residential
16576,Boston,42.334423,-71.10865,22.854122,0,POINT (-71.10865 42.334423),55044,Residential
105272,Boston,42.268913,-71.167664,21.956366,0,POINT (-71.167664 42.268913),54449,Residential
18269,Boston,42.337349,-71.028152,23.110546,0,POINT (-71.02815200000001 42.337349),54595,Residential
9595,Boston,42.319473,-71.052734,16.084181,0,POINT (-71.052734 42.319473),55752,Residential
117781,Boston,42.287113,-71.115875,22.588722,0,POINT (-71.115875 42.287113),54237,Residential
6162,Boston,42.310699,-71.09270500000002,23.812874,0,POINT (-71.09270500000002 42.310699),54752,Residential
49854,Boston,42.3848,-71.018394,19.007608,0,POINT (-71.018394 42.3848),55509,Residential
111877,Boston,42.278011,-71.071968,24.083143,0,POINT (-71.071968 42.278011),55568,Residential
6610,Boston,42.312,-71.071312,24.369768,0,POINT (-71.07131200000001 42.312),55662,Residential
23647,Boston,42.345474,-71.143929,24.787733,0,POINT (-71.143929 42.345474),55387,Residential
115943,Boston,42.28387100000001,-71.07646899999997,24.516758,0,POINT (-71.07646899999997 42.28387100000001),55618,Residential
13646,Boston,42.329548,-71.087074,23.115349,0,POINT (-71.087074 42.329548),54740,Residential
3475,Boston,42.299973,-71.052734,23.269882,0,POINT (-71.052734 42.299973),55695,Residential
92196,Boston,42.251686,-71.109688,24.453798000000006,0,POINT (-71.10968800000001 42.251686),54429,Residential
17712,Boston,42.336372,-71.045982,23.697538,0,POINT (-71.045982 42.336372),54631,Residential
111332,Boston,42.277039,-71.168983,23.297136,0,POINT (-71.168983 42.277039),54449,Residential
92228,Boston,42.251686,-71.13445300000002,24.264284,0,POINT (-71.13445300000002 42.251686),54363,Residential
85728,Boston,42.242588,-71.13858,22.501886,0,POINT (-71.13858 42.242588),54396,Residential
46545,Boston,42.380249,-71.036407,24.349161,0,POINT (-71.036407 42.380249),55478,Residential
108200,Boston,42.272812,-71.145149,21.147482,0,POINT (-71.145149 42.272812),54445,Residential
37292,Boston,42.366924,-71.057236,11.786632,0,POINT (-71.057236 42.366924),55130,Residential
24475,Boston,42.346775,-71.06624599999998,16.442472,0,POINT (-71.06624599999998 42.346775),54883,Residential
7406,Boston,42.31395,-71.075813,22.192778,0,POINT (-71.075813 42.31395),55523,Residential
35380,Boston,42.363674,-71.127792,19.8153,0,POINT (-71.127792 42.363674),55343,Residential
119061,Boston,42.289387,-71.145714,23.691847,0,POINT (-71.145714 42.289387),54488,Residential
21696,Boston,42.342548,-71.147865,21.901697,0,POINT (-71.147865 42.342548),55386,Residential
120051,Boston,42.29134000000001,-71.145714,23.079809,0,POINT (-71.145714 42.29134000000001),54450,Residential
44377,Boston,42.377323,-71.05836500000002,21.467449,0,POINT (-71.05836500000002 42.377323),54215,Residential
3331,Boston,42.299324,-71.050484,24.496628,0,POINT (-71.050484 42.299324),55727,Residential
10353,Boston,42.321423,-71.059113,23.158932,0,POINT (-71.059113 42.321423),55599,Residential
109208,Boston,42.274113,-71.166542,24.31226,0,POINT (-71.16654200000001 42.274113),54449,Residential
111706,Boston,42.277687,-71.115318,23.800533,0,POINT (-71.115318 42.277687),54307,Residential
18284,Boston,42.337349,-71.037163,22.11536,0,POINT (-71.03716300000001 42.337349),54597,Residential
91962,Boston,42.251362,-71.124886,21.065763,0,POINT (-71.124886 42.251362),54415,Residential
115590,Boston,42.28353900000001,-71.093552,24.060631,0,POINT (-71.093552 42.28353900000001),54669,Residential
95256,Boston,42.255589,-71.11981999999998,24.835476,0,POINT (-71.11981999999998 42.255589),54344,Residential
36074,Boston,42.364975,-71.064743,14.889674,0,POINT (-71.06474300000001 42.364975),55213,Residential
11055,Boston,42.323376,-71.05611400000002,20.078779,0,POINT (-71.05611400000002 42.323376),54681,Residential
28614,Boston,42.352299,-71.13398000000002,23.132639,0,POINT (-71.13398000000002 42.352299),55381,Residential
14925,Boston,42.331825,-71.052734,21.554577,0,POINT (-71.052734 42.331825),54629,Residential
3901,Boston,42.301926,-71.053864,24.772299,0,POINT (-71.053864 42.301926),55694,Residential
19733,Boston,42.339298,-71.14899399999999,20.721773,0,POINT (-71.14899399999999 42.339298),55367,Residential
127137,Boston,42.30954000000001,-71.129951,20.694107,0,POINT (-71.12995100000001 42.30954000000001),54244,Residential
115640,Boston,42.28353900000001,-71.13295699999998,24.371792000000006,0,POINT (-71.13295699999998 42.28353900000001),54250,Residential
108968,Boston,42.273788,-71.168228,21.525717,0,POINT (-71.168228 42.273788),54449,Residential
9283,Boston,42.318501,-71.099457,23.114912,0,POINT (-71.099457 42.318501),55771,Residential
102320,Boston,42.264687,-71.118317,22.210842,0,POINT (-71.118317 42.264687),54331,Residential
119129,Boston,42.289421,-71.040672,22.566984,0,POINT (-71.040672 42.289421),55740,Residential
43,Boston,42.278145,-71.054077,17.789921,0,POINT (-71.05407700000001 42.278145),55703,Residential
42979,Boston,42.375374,-71.05948599999998,23.884115,0,POINT (-71.05948599999998 42.375374),54791,Residential
93981,Boston,42.253963,-71.131638,24.172266,0,POINT (-71.131638 42.253963),54363,Residential
28461,Boston,42.351974,-71.17094399999998,22.483356,0,POINT (-71.17094399999998 42.351974),55297,Residential
1194,Boston,42.289185,-71.073601,24.732353,0,POINT (-71.073601 42.289185),55564,Residential
49250,Boston,42.383823,-71.020088,19.80731,0,POINT (-71.020088 42.383823),55447,Residential
48038,Boston,42.382198,-71.016891,16.718296,0,POINT (-71.016891 42.382198),55443,Residential
104355,Boston,42.267612,-71.10762,23.279379,0,POINT (-71.10762 42.267612),54331,Residential
111276,Boston,42.277039,-71.13445300000002,24.561277,0,POINT (-71.13445300000002 42.277039),54250,Residential
91960,Boston,42.251362,-71.123756,24.475733,0,POINT (-71.123756 42.251362),54419,Residential
22564,Boston,42.343849,-71.138863,24.768618,0,POINT (-71.138863 42.343849),55245,Residential
6973,Boston,42.312973,-71.057991,23.540277,0,POINT (-71.057991 42.312973),55584,Residential
90143,Boston,42.249088,-71.116066,21.37808,0,POINT (-71.116066 42.249088),54430,Residential
32704,Boston,42.359123,-71.140549,24.749084,0,POINT (-71.14054899999999 42.359123),55339,Residential
109810,Boston,42.275089,-71.078163,24.168667000000006,0,POINT (-71.078163 42.275089),54657,Residential
11817,Boston,42.325325,-71.08163499999998,24.559982,0,POINT (-71.08163499999998 42.325325),55544,Residential
5999,Boston,42.310375,-71.065872,24.784084,0,POINT (-71.065872 42.310375),55664,Residential
111882,Boston,42.278011,-71.074974,22.724319,0,POINT (-71.074974 42.278011),55568,Residential
127908,Boston,42.311489,-71.129951,22.752563,0,POINT (-71.12995100000001 42.311489),54244,Residential
119805,Boston,42.290726,-71.08564799999998,20.530029000000006,0,POINT (-71.08564799999998 42.290726),54228,Residential
5126,Boston,42.307449,-71.070183,20.541321,0,POINT (-71.070183 42.307449),55664,Residential
118077,Boston,42.287445,-71.083412,24.347147,0,POINT (-71.083412 42.287445),54673,Residential
115266,Boston,42.282887,-71.163353,23.60733,0,POINT (-71.163353 42.282887),54446,Residential
17151,Boston,42.3354,-71.079193,22.158358,0,POINT (-71.079193 42.3354),54517,Residential
89875,Boston,42.248764,-71.11700400000002,24.05806,0,POINT (-71.11700400000002 42.248764),54430,Residential
109108,Boston,42.274113,-71.08510600000002,24.490662,0,POINT (-71.08510600000002 42.274113),54652,Residential
24834,Boston,42.347099,-71.137733,21.558203,0,POINT (-71.137733 42.347099),55387,Residential
3306,Boston,42.299,-71.079193,20.811483,0,POINT (-71.079193 42.299),55654,Residential
24377,Boston,42.346451,-71.161377,23.943218,0,POINT (-71.161377 42.346451),55356,Residential
45605,Boston,42.378948,-71.070183,19.12324,0,POINT (-71.070183 42.378948),54820,Residential
110877,Boston,42.276386,-71.168983,24.757486,0,POINT (-71.168983 42.276386),54449,Residential
90421,Boston,42.249413,-71.126015,23.107441,0,POINT (-71.126015 42.249413),54420,Residential
10742,Boston,42.322399,-71.075813,22.96298,0,POINT (-71.075813 42.322399),54755,Residential
12363,Boston,42.326626,-71.086136,24.315874,0,POINT (-71.086136 42.326626),54531,Residential
99722,Boston,42.261436,-71.111565,21.479792,0,POINT (-71.111565 42.261436),54344,Residential
21767,Boston,42.342873,-71.069244,22.50721,0,POINT (-71.069244 42.342873),54890,Residential
40280,Boston,42.371475,-71.062866,13.303047,0,POINT (-71.062866 42.371475),54824,Residential
21775,Boston,42.342873,-71.073753,23.670246,0,POINT (-71.073753 42.342873),54889,Residential
273,Boston,42.282101,-71.05291700000002,22.585545,0,POINT (-71.05291700000002 42.282101),55691,Residential
20895,Boston,42.341248,-71.149742,21.591274,0,POINT (-71.149742 42.341248),55363,Residential
17894,Boston,42.3367,-71.039787,23.051144,0,POINT (-71.039787 42.3367),54597,Residential
29474,Boston,42.3536,-71.170387,24.459595,0,POINT (-71.17038700000001 42.3536),55297,Residential
47015,Boston,42.380898,-71.01802099999998,21.813557,0,POINT (-71.01802099999998 42.380898),55446,Residential
7368,Boston,42.31395,-71.05442,17.988125,0,POINT (-71.05441999999999 42.31395),55686,Residential
10308,Boston,42.321098,-71.109215,23.506861,0,POINT (-71.10921500000001 42.321098),55836,Residential
27754,Boston,42.350998,-71.155746,23.713015,0,POINT (-71.15574599999999 42.350998),55328,Residential
31702,Boston,42.357498,-71.152367,21.159395,0,POINT (-71.152367 42.357498),55299,Residential
92483,Boston,42.252014,-71.133514,21.673721,0,POINT (-71.13351400000001 42.252014),54363,Residential
112814,Boston,42.279312,-71.131264,24.358376,0,POINT (-71.131264 42.279312),54250,Residential
8105,Boston,42.315575,-71.08989,22.744268,0,POINT (-71.08989 42.315575),54749,Residential
12921,Boston,42.327923,-71.095139,22.291336,0,POINT (-71.095139 42.327923),54740,Residential
105652,Boston,42.269562,-71.113625,24.229134,0,POINT (-71.113625 42.269562),54328,Residential
104618,Boston,42.267937,-71.161102,22.374437,0,POINT (-71.161102 42.267937),54449,Residential
10281,Boston,42.321098,-71.092323,22.53566,0,POINT (-71.09232299999999 42.321098),54733,Residential
113171,Boston,42.279964,-71.079475,23.907417,0,POINT (-71.079475 42.279964),55613,Residential
112623,Boston,42.278988,-71.14534,24.670506,0,POINT (-71.14534 42.278988),54445,Residential
113228,Boston,42.279964,-71.126015,21.806768,0,POINT (-71.126015 42.279964),54308,Residential
93716,Boston,42.253639,-71.124321,23.556423,0,POINT (-71.12432099999999 42.253639),54423,Residential
97537,Boston,42.258514,-71.15978199999998,18.912121,0,POINT (-71.15978199999998 42.258514),54439,Residential
11452,Boston,42.324348,-71.088196,23.07056,0,POINT (-71.088196 42.324348),55546,Residential
29252,Boston,42.353275,-71.16081199999998,24.43322,0,POINT (-71.16081199999998 42.353275),55328,Residential
27008,Boston,42.350025,-71.140549,24.347885,0,POINT (-71.14054899999999 42.350025),55387,Residential
120742,Boston,42.292961,-71.137268,21.376511,0,POINT (-71.13726800000001 42.292961),54265,Residential
98024,Boston,42.259163,-71.157158,22.168434,0,POINT (-71.157158 42.259163),54439,Residential
97274,Boston,42.258186,-71.12844799999998,20.105474,0,POINT (-71.12844799999998 42.258186),54363,Residential
114322,Boston,42.28159,-71.095802,22.212173,0,POINT (-71.09580200000001 42.28159),54645,Residential
48334,Boston,42.382523,-71.040352,15.71738,0,POINT (-71.040352 42.382523),55478,Residential
91967,Boston,42.251362,-71.130142,22.397633,0,POINT (-71.13014200000001 42.251362),54344,Residential
105195,Boston,42.268913,-71.096367,22.783049,0,POINT (-71.096367 42.268913),54665,Residential
5772,Boston,42.309723,-71.06061600000002,22.318897,0,POINT (-71.06061600000002 42.309723),55664,Residential
111248,Boston,42.277039,-71.11756899999997,23.539116,0,POINT (-71.11756899999997 42.277039),54250,Residential
6113,Boston,42.310699,-71.064552,18.854006,0,POINT (-71.06455200000001 42.310699),55664,Residential
19731,Boston,42.339298,-71.147865,22.845125,0,POINT (-71.147865 42.339298),55363,Residential
119725,Boston,42.290688,-71.14233399999998,22.703619,0,POINT (-71.14233399999998 42.290688),54450,Residential
19741,Boston,42.339298,-71.15349599999998,22.775167,0,POINT (-71.15349599999998 42.339298),55368,Residential
89368,Boston,42.248112,-71.129013,12.321483,0,POINT (-71.129013 42.248112),54420,Residential
15867,Boston,42.33345,-71.046539,23.968737,0,POINT (-71.046539 42.33345),54595,Residential
2731,Boston,42.296631,-71.087311,20.667616,0,POINT (-71.087311 42.296631),54675,Residential
112645,Boston,42.278988,-71.15772199999998,15.453693,0,POINT (-71.15772199999998 42.278988),54445,Residential
52819,Boston,42.389675,-71.000946,23.880371,0,POINT (-71.000946 42.389675),55462,Residential
6868,Boston,42.312649,-71.073189,23.203451,0,POINT (-71.073189 42.312649),54503,Residential
99526,Boston,42.261112,-71.160538,24.063459,0,POINT (-71.160538 42.261112),54449,Residential
13645,Boston,42.329548,-71.0867,20.29007,0,POINT (-71.08669999999999 42.329548),54740,Residential
11581,Boston,42.324673,-71.091766,20.174088,0,POINT (-71.09176600000001 42.324673),54740,Residential
107057,Boston,42.271515,-71.06259200000002,24.614246,0,POINT (-71.06259200000002 42.271515),55709,Residential
110146,Boston,42.27541400000001,-71.149277,24.765591,0,POINT (-71.149277 42.27541400000001),54445,Residential
21304,Boston,42.342098,-71.167641,19.561239,0,POINT (-71.167641 42.342098),55377,Residential
3546,Boston,42.300301,-71.052925,24.22596,0,POINT (-71.052925 42.300301),55695,Residential
102557,Boston,42.26501500000001,-71.111,23.081783,0,POINT (-71.111 42.26501500000001),54331,Residential
11023,Boston,42.323048,-71.10620899999998,24.483564,0,POINT (-71.10620899999998 42.323048),55754,Residential
16572,Boston,42.334423,-71.105644,23.528065,0,POINT (-71.105644 42.334423),55043,Residential
6413,Boston,42.311348,-71.10395799999998,21.791039,0,POINT (-71.10395799999998 42.311348),55791,Residential
27186,Boston,42.350349,-71.10395799999998,23.962017000000003,0,POINT (-71.10395799999998 42.350349),55217,Residential
37733,Boston,42.367573,-71.054985,15.910298999999998,0,POINT (-71.054985 42.367573),55130,Residential
115040,Boston,42.282562,-71.15641,20.926064,0,POINT (-71.15640999999999 42.282562),54448,Residential
123495,Boston,42.300762,-71.11663100000001,21.121393,0,POINT (-71.11663100000001 42.300762),54231,Residential
122223,Boston,42.296864,-71.11438000000003,23.809565,0,POINT (-71.11438000000003 42.296864),54242,Residential
53707,Boston,42.390972,-71.009575,22.272751,0,POINT (-71.009575 42.390972),55459,Residential
118343,Boston,42.28809,-71.114189,24.554914,0,POINT (-71.114189 42.28809),54237,Residential
107912,Boston,42.272488,-71.110435,24.414289,0,POINT (-71.110435 42.272488),54331,Residential
27288,Boston,42.350349,-71.167755,22.537777,0,POINT (-71.167755 42.350349),55297,Residential
26187,Boston,42.349049,-71.088196,23.379616,0,POINT (-71.088196 42.349049),55192,Residential
18740,Boston,42.337997,-71.047668,19.389313,0,POINT (-71.047668 42.337997),54597,Residential
9878,Boston,42.320126,-71.069618,19.933212,0,POINT (-71.06961800000001 42.320126),54537,Residential
22784,Boston,42.344173,-71.141678,20.060638,0,POINT (-71.141678 42.344173),55387,Residential
6861,Boston,42.312649,-71.069061,24.421093,0,POINT (-71.069061 42.312649),55662,Residential
106332,Boston,42.270538,-71.094673,23.511997,0,POINT (-71.094673 42.270538),54639,Residential
108397,Boston,42.273136,-71.10030400000002,23.472897,0,POINT (-71.10030400000002 42.273136),54638,Residential
27979,Boston,42.351322,-71.149178,23.120573,0,POINT (-71.14917800000001 42.351322),55379,Residential
9059,Boston,42.318172,-71.042603,24.15773,0,POINT (-71.042603 42.318172),54435,Residential
111208,Boston,42.277039,-71.088295,22.485731,0,POINT (-71.088295 42.277039),54649,Residential
8557,Boston,42.316875,-71.054985,23.140989,0,POINT (-71.054985 42.316875),55686,Residential
102101,Boston,42.264362,-71.15303,20.978647,0,POINT (-71.15303 42.264362),54480,Residential
127515,Boston,42.3102,-71.122063,24.869299,0,POINT (-71.122063 42.3102),54244,Residential
26460,Boston,42.349373,-71.103394,13.132609,0,POINT (-71.10339399999999 42.349373),55217,Residential
