,city,latitude,longitude,q-score,safety,Coordinates,OBJECTID,SUBDISTRIC,index_outof_20000
868,Boston,42.336372,-71.075249,36.500060999999995,1,POINT (-71.075249 42.336372),54899,Residential,868
5815,Boston,42.378948,-71.060051,20.158085,0,POINT (-71.060051 42.378948),54786,Residential,5815
13270,Boston,42.318172,-71.103394,24.388126,0,POINT (-71.10339399999999 42.318172),55790,Open Space,13270
517,Boston,42.347747999999996,-71.090073,25.760668,1,POINT (-71.090073 42.347748),55192,Residential,517
18333,Boston,42.392925,-70.995316,16.774223000000006,0,POINT (-70.995316 42.392925),55455,Mixed Use,18333
15508,Boston,42.237713,-71.135773,20.474894,0,POINT (-71.135773 42.237713),54377,Industrial,15508
5431,Boston,42.280613,-71.081726,24.51897,0,POINT (-71.081726 42.280613),55613,Residential,5431
4192,Boston,42.33345,-71.109215,31.570093,1,POINT (-71.10921500000001 42.33345),55044,Residential,4192
8029,Boston,42.253639,-71.12732700000002,21.866066,0,POINT (-71.12732700000002 42.253639),54344,Residential,8029
13004,Boston,42.366924,-71.06061600000002,22.388707999999998,0,POINT (-71.06061600000002 42.366924),55106,Open Space,13004
8559,Boston,42.296074,-71.077126,21.543215,0,POINT (-71.07712600000001 42.296074),55654,Residential,8559
7804,Boston,42.292332,-71.089973,21.660122,0,POINT (-71.089973 42.292332),54669,Residential,7804
612,Boston,42.278664,-71.15078000000003,27.615839,1,POINT (-71.15078000000003 42.278664),54445,Residential,612
8728,Boston,42.320126,-71.115402,22.721464,0,POINT (-71.115402 42.320126),55756,Residential,8728
7812,Boston,42.255913,-71.129387,22.57415,0,POINT (-71.12938699999999 42.255913),54363,Residential,7812
9001,Boston,42.236088,-71.128822,21.456324,0,POINT (-71.128822 42.236088),54380,Residential,9001
18874,Boston,42.35165,-71.120476,27.230581,1,POINT (-71.120476 42.35165),55310,Business,18874
2884,Boston,42.250389,-71.113068,30.21524,1,POINT (-71.113068 42.250389),54430,Residential,2884
12850,Boston,42.372448,-71.130608,19.461887,0,POINT (-71.130608 42.372448),55391,Open Space,12850
12253,Boston,42.295425,-71.071495,21.455109,0,POINT (-71.071495 42.295425),55589,Open Space,12253
19699,Boston,42.3666,-71.124977,27.825553999999997,1,POINT (-71.124977 42.3666),55392,Comm/Instit,19699
16233,Boston,42.35165,-71.050667,22.54891,0,POINT (-71.050667 42.35165),55424,Industrial,16233
3143,Boston,42.315899,-71.054047,27.31365,1,POINT (-71.054047 42.315899),55685,Residential,3143
11750,Boston,42.258514,-71.139145,34.749672,1,POINT (-71.139145 42.258514),54355,Open Space,11750
6505,Boston,42.343849,-71.15349599999998,21.172409,0,POINT (-71.15349599999998 42.343849),55388,Residential,6505
18142,Boston,42.3601,-71.118217,21.361353,0,POINT (-71.118217 42.3601),55395,Mixed Use,18142
14092,Boston,42.331497,-71.079941,21.360317000000002,0,POINT (-71.07994100000001 42.331497),54519,Industrial,14092
1771,Boston,42.316547,-71.099083,25.485394,1,POINT (-71.09908299999999 42.316547),55770,Residential,1771
6882,Boston,42.288094,-71.084541,22.034660000000002,0,POINT (-71.084541 42.288094),54673,Residential,6882
6746,Boston,42.324673,-71.068123,20.149025,0,POINT (-71.068123 42.324673),54537,Residential,6746
12955,Boston,42.3097,-71.107536,23.602129,0,POINT (-71.107536 42.3097),55794,Open Space,12955
6363,Boston,42.287762,-71.11700400000002,24.728342,0,POINT (-71.11700400000002 42.287762),54237,Residential,6363
3946,Boston,42.357498,-71.130981,26.168049,1,POINT (-71.13098100000001 42.357498),55317,Residential,3946
3124,Boston,42.291012,-71.12113199999997,26.646441999999997,1,POINT (-71.12113199999997 42.291012),54268,Residential,3124
7785,Boston,42.285812,-71.140274,24.023006,0,POINT (-71.14027400000001 42.285812),54250,Residential,7785
12195,Boston,42.372772,-71.127792,20.721933,0,POINT (-71.127792 42.372772),55391,Open Space,12195
12537,Boston,42.372448,-71.132858,21.322779,0,POINT (-71.132858 42.372448),55391,Open Space,12537
9657,Boston,42.279635999999996,-71.15772199999998,23.741125,0,POINT (-71.15772199999998 42.279636),54445,Residential,9657
5120,Boston,42.350998,-71.154625,22.710611,0,POINT (-71.154625 42.350998),55328,Residential,5120
17256,Boston,42.350674,-71.069244,25.675161,1,POINT (-71.069244 42.350674),55005,Mixed Use,17256
16187,Boston,42.347424,-71.05011,18.952202,0,POINT (-71.05011 42.347424),55424,Industrial,16187
16084,Boston,42.298347,-71.05442,15.270624,0,POINT (-71.05441999999999 42.298347),55699,Industrial,16084
7065,Boston,42.349697,-71.068687,14.980468,0,POINT (-71.068687 42.349697),54990,Residential,7065
13364,Boston,42.343201,-71.103584,23.656631,0,POINT (-71.103584 42.343201),55182,Open Space,13364
4433,Boston,42.300948999999996,-71.08107,25.879227,1,POINT (-71.08107 42.300949),54675,Residential,4433
6262,Boston,42.290039,-71.123947,21.813761,0,POINT (-71.123947 42.290039),54268,Residential,6262
2780,Boston,42.276714,-71.087357,26.653346999999997,1,POINT (-71.087357 42.276714),54649,Residential,2780
5881,Boston,42.360748,-71.13961,22.509583,0,POINT (-71.13961 42.360748),55339,Residential,5881
14165,Boston,42.342548,-71.052925,22.198936,0,POINT (-71.052925 42.342548),55422,Industrial,14165
10672,Boston,42.299461,-71.11925500000002,26.725363,1,POINT (-71.11925500000002 42.299461),55833,Open Space,10672
8381,Boston,42.353275,-71.091011,15.589225,0,POINT (-71.09101099999999 42.353275),55200,Residential,8381
15040,Boston,42.324348,-71.056297,12.196073,0,POINT (-71.056297 42.324348),55601,Industrial,15040
4120,Boston,42.293613,-71.151527,27.715231,1,POINT (-71.151527 42.293613),54446,Residential,4120
4470,Boston,42.278011,-71.129387,30.767478999999998,1,POINT (-71.12938699999999 42.278011),54308,Residential,4470
3253,Boston,42.286594,-71.06871,29.720526,1,POINT (-71.06871 42.286594),55626,Residential,3253
14453,Boston,42.38155,-71.05216999999998,16.390898,0,POINT (-71.05216999999998 42.38155),54857,Industrial,14453
1829,Boston,42.279312,-71.07609599999998,27.760553,1,POINT (-71.07609599999998 42.279312),55631,Residential,1829
9669,Boston,42.30875,-71.065308,23.638077,0,POINT (-71.065308 42.30875),55664,Residential,9669
6104,Boston,42.325649,-71.091202,21.527382,0,POINT (-71.091202 42.325649),54740,Residential,6104
12215,Boston,42.357822,-71.15293100000002,18.517864000000007,0,POINT (-71.15293100000002 42.357822),55396,Open Space,12215
8780,Boston,42.272812,-71.142899,20.220223999999998,0,POINT (-71.142899 42.272812),54495,Residential,8780
14896,Boston,42.382851,-71.023651,12.232557,0,POINT (-71.023651 42.382851),55434,Industrial,14896
2436,Boston,42.334747,-71.103584,28.131591999999998,1,POINT (-71.103584 42.334747),55228,Residential,2436
11645,Boston,42.366924,-71.070747,39.356468,1,POINT (-71.070747 42.366924),55203,Open Space,11645
10645,Boston,42.258514,-71.140648,33.476044,1,POINT (-71.140648 42.258514),54440,Open Space,10645
16125,Boston,42.327599,-71.069061,24.403195999999998,0,POINT (-71.069061 42.327599),54519,Industrial,16125
6109,Boston,42.263714,-71.098991,24.051275,0,POINT (-71.098991 42.263714),54349,Residential,6109
335,Boston,42.380573,-71.065872,25.259222,1,POINT (-71.065872 42.380573),54821,Residential,335
19230,Boston,42.350349,-71.078819,21.713032000000002,0,POINT (-71.078819 42.350349),55195,Business,19230
15328,Boston,42.34515,-71.030777,17.470175,0,POINT (-71.030777 42.34515),54434,Industrial,15328
16624,Boston,42.361401,-71.064178,25.929517999999998,1,POINT (-71.064178 42.361401),54840,Mixed Use,16624
5540,Boston,42.383175,-71.016335,22.792704,0,POINT (-71.016335 42.383175),55443,Residential,5540
14510,Boston,42.251362,-71.124512,20.817051,0,POINT (-71.124512 42.251362),54418,Industrial,14510
6615,Boston,42.276061999999996,-71.161659,23.64558,0,POINT (-71.161659 42.276062),54449,Residential,6615
5638,Boston,42.321098,-71.11484499999997,24.670019,0,POINT (-71.11484499999997 42.321098),55756,Residential,5638
17999,Boston,42.364323,-71.025337,18.411087,0,POINT (-71.02533699999999 42.364323),55435,Miscellaneous,17999
17059,Boston,42.350349,-71.070183,26.723491999999997,1,POINT (-71.070183 42.350349),54775,Mixed Use,17059
1624,Boston,42.310287,-71.117134,31.289721000000004,1,POINT (-71.11713399999999 42.310287),55823,Residential,1624
14121,Boston,42.334099,-71.06343100000002,16.458979,0,POINT (-71.06343100000002 42.334099),55419,Industrial,14121
9752,Boston,42.30225,-71.075439,21.695021,0,POINT (-71.075439 42.30225),55662,Residential,9752
12351,Boston,42.3386,-71.159157,21.337412,0,POINT (-71.15915699999999 42.3386),55357,Open Space,12351
6885,Boston,42.279964,-71.1474,23.07337,0,POINT (-71.1474 42.279964),54485,Residential,6885
15525,Boston,42.326298,-71.103584,23.185982,0,POINT (-71.103584 42.326298),55045,Industrial,15525
853,Boston,42.317848,-71.111839,28.275064,1,POINT (-71.111839 42.317848),55775,Residential,853
14503,Boston,42.340599,-71.055176,23.524874,0,POINT (-71.055176 42.340599),55409,Industrial,14503
8309,Boston,42.284187,-71.17235600000002,24.452517,0,POINT (-71.17235600000002 42.284187),54446,Residential,8309
11555,Boston,42.324024,-71.11653100000002,34.223804,1,POINT (-71.11653100000002 42.324024),55766,Open Space,11555
3078,Boston,42.305176,-71.065872,30.170063,1,POINT (-71.065872 42.305176),55654,Residential,3078
5643,Boston,42.360424,-71.140175,24.807497,0,POINT (-71.140175 42.360424),55339,Residential,5643
17168,Boston,42.35165,-71.0578,27.070365999999996,1,POINT (-71.0578 42.35165),54826,Mixed Use,17168
9720,Boston,42.30347800000001,-71.10455300000002,23.94614,0,POINT (-71.10455300000002 42.30347800000001),55834,Residential,9720
19617,Boston,42.296539,-71.13333100000001,26.813202,1,POINT (-71.13333100000001 42.296539),54251,Comm/Instit,19617
13174,Boston,42.276061999999996,-71.144775,24.187017,0,POINT (-71.144775 42.276062),54726,Open Space,13174
12126,Boston,42.288090000000004,-71.13520799999998,16.067646,0,POINT (-71.13520799999998 42.28809),54281,Open Space,12126
11713,Boston,42.27773300000001,-71.06237800000002,26.809393,1,POINT (-71.06237800000002 42.27773300000001),54721,Open Space,11713
18730,Boston,42.349373,-71.083885,26.141189999999998,1,POINT (-71.083885 42.349373),55195,Business,18730
12764,Boston,42.361401,-71.07431,17.014264999999998,0,POINT (-71.07431 42.361401),55203,Open Space,12764
11369,Boston,42.337994,-71.154625,28.031599,1,POINT (-71.154625 42.337994),55357,Open Space,11369
3225,Boston,42.346451,-71.166634,25.129934,1,POINT (-71.166634 42.346451),55377,Residential,3225
380,Boston,42.342548,-71.15424300000002,25.558651,1,POINT (-71.15424300000002 42.342548),55359,Residential,380
6902,Boston,42.284187,-71.089424,21.125019,0,POINT (-71.08942399999999 42.284187),54674,Residential,6902
18917,Boston,42.347099,-71.099083,25.667238,1,POINT (-71.09908299999999 42.347099),55173,Business,18917
8277,Boston,42.257538000000004,-71.158852,19.316109,0,POINT (-71.158852 42.257538),54439,Residential,8277
16631,Boston,42.347747999999996,-71.04091600000002,26.088074,1,POINT (-71.04091600000002 42.347748),55140,Mixed Use,16631
19534,Boston,42.292919,-71.039429,15.771564999999999,0,POINT (-71.039429 42.292919),55668,Business,19534
6079,Boston,42.280937,-71.093552,23.394983,0,POINT (-71.093552 42.280937),54645,Residential,6079
17621,Boston,42.335075,-71.068497,22.290176000000002,0,POINT (-71.06849699999999 42.335075),54885,Mixed Use,17621
17801,Boston,42.331497,-71.06980899999998,16.586918,0,POINT (-71.06980899999998 42.331497),55512,Mixed Use,17801
9097,Boston,42.271187,-71.086044,24.823244,0,POINT (-71.086044 42.271187),54652,Residential,9097
4656,Boston,42.349697,-71.164375,25.447611,1,POINT (-71.16437500000001 42.349697),55293,Residential,4656
8744,Boston,42.24519,-71.13445300000002,23.356377,0,POINT (-71.13445300000002 42.24519),54404,Residential,8744
2937,Boston,42.32045,-71.115219,26.602354,1,POINT (-71.115219 42.32045),55756,Residential,2937
9684,Boston,42.366276,-71.03472099999998,20.549639000000006,0,POINT (-71.03472099999998 42.366276),55499,Residential,9684
7856,Boston,42.346123,-71.13679499999998,20.721961999999998,0,POINT (-71.13679499999998 42.346123),55387,Residential,7856
12936,Boston,42.323376,-71.095512,19.462788,0,POINT (-71.095512 42.323376),54747,Open Space,12936
8021,Boston,42.37635,-71.058548,24.271189,0,POINT (-71.058548 42.37635),54791,Residential,8021
16443,Boston,42.3484,-71.066811,32.587009,1,POINT (-71.066811 42.3484),54865,Mixed Use,16443
3324,Boston,42.370499,-71.041664,30.693485,1,POINT (-71.041664 42.370499),55468,Residential,3324
10438,Boston,42.339622,-71.099648,29.197836,1,POINT (-71.099648 42.339622),55182,Open Space,10438
1812,Boston,42.281261,-71.095612,28.377671999999997,1,POINT (-71.095612 42.281261),54645,Residential,1812
10764,Boston,42.35815,-71.163628,28.91361,1,POINT (-71.163628 42.35815),55391,Open Space,10764
3794,Boston,42.287113,-71.17067,24.98036,1,POINT (-71.17067 42.287113),54446,Residential,3794
3275,Boston,42.302710999999995,-71.133514,30.062901,1,POINT (-71.13351400000001 42.302711),54244,Residential,3275
16436,Boston,42.393574,-71.008453,33.762234,1,POINT (-71.008453 42.393574),55455,Mixed Use,16436
2703,Boston,42.324673,-71.052734,25.301691,1,POINT (-71.052734 42.324673),55410,Residential,2703
13449,Boston,42.365623,-71.03697199999998,24.368154999999998,0,POINT (-71.03697199999998 42.365623),55495,Open Space,13449
14918,Boston,42.344826,-71.027588,21.732982999999997,0,POINT (-71.02758799999999 42.344826),54434,Industrial,14918
11601,Boston,42.295887,-71.12207,28.536547,1,POINT (-71.12206999999999 42.295887),55842,Open Space,11601
15671,Boston,42.347424,-71.03134200000002,15.907820999999998,0,POINT (-71.03134200000002 42.347424),54434,Industrial,15671
10238,Boston,42.337672999999995,-71.074127,24.936692999999998,1,POINT (-71.074127 42.337673),54946,Open Space,10238
18927,Boston,42.286137,-71.14909399999998,26.082178,1,POINT (-71.14909399999998 42.286137),54447,Business,18927
17671,Boston,42.364651,-71.062302,24.682760000000002,0,POINT (-71.062302 42.364651),54871,Mixed Use,17671
6749,Boston,42.3354,-71.104713,22.123791,0,POINT (-71.104713 42.3354),55228,Residential,6749
5406,Boston,42.28484,-71.13069899999998,21.400768,0,POINT (-71.13069899999998 42.28484),54250,Residential,5406
14906,Boston,42.343849,-71.057426,20.05048,0,POINT (-71.05742600000001 42.343849),55422,Industrial,14906
11331,Boston,42.339951,-71.099457,28.419577,1,POINT (-71.099457 42.339951),55182,Open Space,11331
15987,Boston,42.330849,-71.079941,21.739835999999997,0,POINT (-71.07994100000001 42.330849),54519,Industrial,15987
1345,Boston,42.241287,-71.14008299999998,26.309807,1,POINT (-71.14008299999998 42.241287),54396,Residential,1345
6665,Boston,42.290745,-71.08451099999998,21.900871,0,POINT (-71.08451099999998 42.290745),54228,Residential,6665
10875,Boston,42.325325,-71.11578399999998,33.292747,1,POINT (-71.11578399999998 42.325325),55766,Open Space,10875
9935,Boston,42.341576,-71.082756,22.493694,0,POINT (-71.082756 42.341576),54936,Residential,9935
16946,Boston,42.275089,-71.074783,28.437744,1,POINT (-71.074783 42.275089),55659,Miscellaneous,16946
19399,Boston,42.323048,-71.103584,19.913431,0,POINT (-71.103584 42.323048),55783,Business,19399
743,Boston,42.321422999999996,-71.103394,27.8641,1,POINT (-71.10339399999999 42.321423),55836,Residential,743
12666,Boston,42.380249,-71.056297,24.371405,0,POINT (-71.056297 42.380249),54852,Open Space,12666
733,Boston,42.294125,-71.070374,29.108734000000002,1,POINT (-71.070374 42.294125),55567,Residential,733
16238,Boston,42.344173,-71.033218,22.518229,0,POINT (-71.03321800000001 42.344173),55417,Industrial,16238
11769,Boston,42.333935,-71.15434300000003,14.490875,0,POINT (-71.15434300000003 42.333935),55357,Open Space,11769
18534,Boston,42.374072999999996,-71.040352,27.312389000000003,1,POINT (-71.040352 42.374073),55475,Business,18534
15808,Boston,42.3549,-71.136612,19.970188,0,POINT (-71.136612 42.3549),55309,Industrial,15808
14043,Boston,42.330524,-71.076378,26.261805,1,POINT (-71.07637800000001 42.330524),54519,Industrial,14043
16108,Boston,42.346775,-71.04673000000003,17.389179000000002,0,POINT (-71.04673000000003 42.346775),54201,Industrial,16108
6962,Boston,42.318501,-71.08144399999998,20.690863,0,POINT (-71.08144399999998 42.318501),55542,Residential,6962
4936,Boston,42.28159,-71.08116899999997,27.791760999999997,1,POINT (-71.08116899999997 42.28159),55613,Residential,4936
7760,Boston,42.270538,-71.094673,23.511997,0,POINT (-71.094673 42.270538),54639,Residential,7760
7927,Boston,42.26339,-71.098427,23.337,0,POINT (-71.098427 42.26339),54349,Residential,7927
1099,Boston,42.273788,-71.146461,29.488937,1,POINT (-71.146461 42.273788),54445,Residential,1099
15105,Boston,42.34515,-71.050667,24.486964999999998,0,POINT (-71.050667 42.34515),54201,Industrial,15105
1268,Boston,42.26339,-71.124321,33.305748,1,POINT (-71.12432099999999 42.26339),54363,Residential,1268
15120,Boston,42.339951,-71.046165,15.365948000000001,0,POINT (-71.046165 42.339951),54202,Industrial,15120
13146,Boston,42.289387,-71.104057,18.643061,0,POINT (-71.104057 42.289387),54668,Open Space,13146
10572,Boston,42.296211,-71.124512,29.507433000000002,1,POINT (-71.124512 42.296211),55842,Open Space,10572
3864,Boston,42.314921999999996,-71.090637,26.744463,1,POINT (-71.090637 42.314922),54749,Residential,3864
16860,Boston,42.333775,-71.089508,28.555365000000002,1,POINT (-71.089508 42.333775),54523,Mixed Use,16860
5490,Boston,42.239986,-71.137833,21.430785999999998,0,POINT (-71.137833 42.239986),54397,Residential,5490
12339,Boston,42.293022,-71.088448,21.755463,0,POINT (-71.088448 42.293022),54633,Open Space,12339
19449,Boston,42.344173,-71.03922299999998,23.543308,0,POINT (-71.03922299999998 42.344173),54200,Business,19449
2546,Boston,42.324024,-71.114281,25.946926,1,POINT (-71.11428100000001 42.324024),55756,Residential,2546
6889,Boston,42.3367,-71.075439,20.292292,0,POINT (-71.075439 42.3367),54899,Residential,6889
6471,Boston,42.255264000000004,-71.129387,22.059245999999998,0,POINT (-71.12938699999999 42.255264),54363,Residential,6471
13137,Boston,42.246162,-71.138023,22.490265,0,POINT (-71.138023 42.246162),54387,Open Space,13137
14687,Boston,42.333121999999996,-71.056862,21.570686,0,POINT (-71.056862 42.333122),55405,Industrial,14687
14230,Boston,42.238361,-71.129013,19.243492,0,POINT (-71.129013 42.238361),54403,Industrial,14230
11499,Boston,42.363997999999995,-71.06343100000002,25.163963,1,POINT (-71.06343100000002 42.363998),55082,Open Space,11499
6441,Boston,42.26501500000001,-71.158287,23.818117,0,POINT (-71.158287 42.26501500000001),54449,Residential,6441
12309,Boston,42.258839,-71.153595,22.973051,0,POINT (-71.153595 42.258839),54478,Open Space,12309
12052,Boston,42.368225,-71.059113,20.549778,0,POINT (-71.059113 42.368225),54836,Open Space,12052
19566,Boston,42.26339,-71.106308,22.985101999999998,0,POINT (-71.106308 42.26339),54350,Business,19566
8711,Boston,42.315575,-71.087257,21.841555,0,POINT (-71.08725699999999 42.315575),54585,Residential,8711
16161,Boston,42.339298,-71.044289,13.063592,0,POINT (-71.04428900000001 42.339298),54195,Industrial,16161
5447,Boston,42.288738,-71.118317,20.310539000000002,0,POINT (-71.118317 42.288738),54239,Residential,5447
2739,Boston,42.250389,-71.121696,25.604589,1,POINT (-71.121696 42.250389),54430,Residential,2739
3570,Boston,42.287440999999994,-71.03989399999998,28.757507,1,POINT (-71.03989399999998 42.287441),55740,Residential,3570
11641,Boston,42.270863,-71.126762,32.766890999999994,1,POINT (-71.126762 42.270863),54362,Open Space,11641
12100,Boston,42.300114,-71.117752,21.378838000000002,0,POINT (-71.117752 42.300114),54233,Open Space,12100
3589,Boston,42.313297,-71.06568100000001,25.339828,1,POINT (-71.06568100000001 42.313297),55664,Residential,3589
12412,Boston,42.282963,-71.045296,18.94931,0,POINT (-71.04529599999999 42.282963),54216,Open Space,12412
16611,Boston,42.289715,-71.171799,34.274184999999996,1,POINT (-71.17179899999999 42.289715),54443,Miscellaneous,16611
5376,Boston,42.363997999999995,-71.12647199999998,23.401024,0,POINT (-71.12647199999998 42.363998),55343,Residential,5376
2060,Boston,42.286648,-71.058929,31.13843,1,POINT (-71.05892900000001 42.286648),55716,Residential,2060
14593,Boston,42.355872999999995,-71.13942,18.449947,0,POINT (-71.13942 42.355873),55323,Industrial,14593
6667,Boston,42.290039,-71.147591,17.773663,0,POINT (-71.14759100000001 42.290039),54446,Residential,6667
8161,Boston,42.292175,-71.05011,23.430120000000002,0,POINT (-71.05011 42.292175),55721,Residential,8161
14532,Boston,42.322722999999996,-71.06399499999998,22.662466000000002,0,POINT (-71.06399499999998 42.322723),55612,Industrial,14532
12894,Boston,42.3055,-71.046539,15.126048,0,POINT (-71.046539 42.3055),54220,Open Space,12894
444,Boston,42.276714,-71.148155,29.977468,1,POINT (-71.148155 42.276714),54445,Residential,444
10394,Boston,42.339951,-71.09270500000002,26.318286999999998,1,POINT (-71.09270500000002 42.339951),55182,Open Space,10394
16226,Boston,42.380897999999995,-71.07431,13.971739999999999,0,POINT (-71.07431 42.380898),54825,Industrial,16226
13025,Boston,42.343849,-71.103584,20.232668,0,POINT (-71.103584 42.343849),55182,Open Space,13025
2794,Boston,42.28614,-71.082291,31.049652000000002,1,POINT (-71.082291 42.28614),54673,Residential,2794
18267,Boston,42.369521999999996,-71.020088,16.913919,0,POINT (-71.020088 42.369522),55435,Miscellaneous,18267
1513,Boston,42.300625,-71.082756,31.746656,1,POINT (-71.082756 42.300625),54675,Residential,1513
10859,Boston,42.35685,-71.065308,25.164301000000002,1,POINT (-71.065308 42.35685),55212,Open Space,10859
12724,Boston,42.368549,-71.1231,19.892857,0,POINT (-71.12309999999999 42.368549),55391,Open Space,12724
2185,Boston,42.26501500000001,-71.100868,31.322573,1,POINT (-71.10086800000001 42.26501500000001),54349,Residential,2185
19233,Boston,42.322399,-71.099083,22.872198,0,POINT (-71.09908299999999 42.322399),55839,Business,19233
2308,Boston,42.296397999999996,-71.0578,28.197423999999998,1,POINT (-71.0578 42.296398),55687,Residential,2308
13730,Boston,42.35685,-71.137733,27.824633000000002,1,POINT (-71.137733 42.35685),55309,Industrial,13730
19370,Boston,42.348724,-71.160439,24.715239999999998,0,POINT (-71.160439 42.348724),55294,Business,19370
10568,Boston,42.286137,-71.112686,29.04700900000001,1,POINT (-71.112686 42.286137),54289,Open Space,10568
2399,Boston,42.252663,-71.13239300000002,25.301769,1,POINT (-71.13239300000002 42.252663),54363,Residential,2399
12078,Boston,42.325325,-71.048233,16.105434,0,POINT (-71.048233 42.325325),54437,Open Space,12078
8564,Boston,42.292175,-71.065117,23.16550100000001,0,POINT (-71.065117 42.292175),55663,Residential,8564
6535,Boston,42.274113,-71.160538,21.140959,0,POINT (-71.160538 42.274113),54449,Residential,6535
15668,Boston,42.3302,-71.07356300000002,23.830719000000002,0,POINT (-71.07356300000002 42.3302),54519,Industrial,15668
16546,Boston,42.352947,-71.064178,27.241808000000002,1,POINT (-71.064178 42.352947),55012,Mixed Use,16546
1195,Boston,42.3549,-71.169258,28.914210999999998,1,POINT (-71.169258 42.3549),55279,Residential,1195
18883,Boston,42.274113,-71.06822199999998,27.605309000000002,1,POINT (-71.06822199999998 42.274113),54720,Business,18883
7467,Boston,42.353275,-71.14505,23.497391,0,POINT (-71.14505 42.353275),55379,Residential,7467
19745,Boston,42.337996999999994,-71.091202,27.25794,1,POINT (-71.091202 42.337997),55148,Comm/Instit,19745
12271,Boston,42.343849,-71.080315,23.109807999999997,0,POINT (-71.080315 42.343849),54937,Open Space,12271
2916,Boston,42.292473,-71.07770500000002,25.198997,1,POINT (-71.07770500000002 42.292473),55564,Residential,2916
19104,Boston,42.252987,-71.12545,20.133795000000006,0,POINT (-71.12545 42.252987),54414,Business,19104
12707,Boston,42.232189,-71.128822,16.306864,0,POINT (-71.128822 42.232189),54398,Open Space,12707
7196,Boston,42.284187,-71.097305,22.718937,0,POINT (-71.09730500000001 42.284187),54645,Residential,7196
10010,Boston,42.3237,-71.083694,26.720375,1,POINT (-71.08369399999999 42.3237),54563,Open Space,10010
12181,Boston,42.343849,-71.066811,16.489452,0,POINT (-71.066811 42.343849),54891,Open Space,12181
2121,Boston,42.342873,-71.100021,30.619496999999996,1,POINT (-71.100021 42.342873),55181,Residential,2121
4424,Boston,42.316875,-71.114281,33.313778000000006,1,POINT (-71.11428100000001 42.316875),55805,Residential,4424
16189,Boston,42.328575,-71.069244,22.509859,0,POINT (-71.069244 42.328575),54519,Industrial,16189
13186,Boston,42.271187,-71.123947,23.228251,0,POINT (-71.123947 42.271187),54314,Open Space,13186
4011,Boston,42.266964,-71.118134,25.236004,1,POINT (-71.118134 42.266964),54331,Residential,4011
14988,Boston,42.347099,-71.039787,17.88382,0,POINT (-71.039787 42.347099),55417,Industrial,14988
426,Boston,42.273788,-71.075539,25.261631,1,POINT (-71.07553900000001 42.273788),55568,Residential,426
12591,Boston,42.371475,-71.029839,20.818573,0,POINT (-71.029839 42.371475),55508,Open Space,12591
19926,Boston,42.374072999999996,-71.068497,14.162822,0,POINT (-71.06849699999999 42.374073),54823,Comm/Instit,19926
14677,Boston,42.345797999999995,-71.03265400000002,16.792386999999998,0,POINT (-71.03265400000002 42.345798),55417,Industrial,14677
18984,Boston,42.380897999999995,-71.025154,29.18392,1,POINT (-71.025154 42.380898),55484,Business,18984
3651,Boston,42.276385999999995,-71.07253299999998,26.690309999999997,1,POINT (-71.07253299999998 42.276386),55568,Residential,3651
6475,Boston,42.325649,-71.079193,24.155109,0,POINT (-71.079193 42.325649),55544,Residential,6475
13520,Boston,42.294235,-71.085693,24.340916,0,POINT (-71.08569300000001 42.294235),54633,Open Space,13520
18231,Boston,42.3536,-71.054047,12.359297,0,POINT (-71.054047 42.3536),54974,Mixed Use,18231
17647,Boston,42.363026,-71.126663,19.120731,0,POINT (-71.12666299999999 42.363026),55342,Mixed Use,17647
14167,Boston,42.342548,-71.048798,16.757057,0,POINT (-71.04879800000001 42.342548),54201,Industrial,14167
12521,Boston,42.260788,-71.140839,22.665874,0,POINT (-71.140839 42.260788),54355,Open Space,12521
7506,Boston,42.263714,-71.166168,24.45269200000001,0,POINT (-71.166168 42.263714),54449,Residential,7506
1231,Boston,42.278011,-71.09674100000002,28.066554999999997,1,POINT (-71.09674100000002 42.278011),54645,Residential,1231
13162,Boston,42.359123,-71.117661,19.6768,0,POINT (-71.117661 42.359123),55391,Open Space,13162
14198,Boston,42.291431,-71.07830799999998,24.475384,0,POINT (-71.07830799999998 42.291431),54227,Industrial,14198
1286,Boston,42.249413,-71.11438000000003,28.85835800000001,1,POINT (-71.11438000000003 42.249413),54429,Residential,1286
9672,Boston,42.371475,-71.03772,16.423222,0,POINT (-71.03771999999999 42.371475),55499,Residential,9672
14010,Boston,42.387074,-71.018959,26.922882,1,POINT (-71.018959 42.387074),55454,Industrial,14010
13970,Boston,42.321751,-71.05442,31.407181,1,POINT (-71.05441999999999 42.321751),55420,Industrial,13970
7249,Boston,42.361073,-71.124786,20.46414,0,POINT (-71.124786 42.361073),55315,Residential,7249
19682,Boston,42.291664000000004,-71.09674100000002,28.881874,1,POINT (-71.09674100000002 42.291664),54654,Comm/Instit,19682
5993,Boston,42.259487,-71.12844799999998,17.206831,0,POINT (-71.12844799999998 42.259487),54356,Residential,5993
5910,Boston,42.316547,-71.089325,24.071369,0,POINT (-71.089325 42.316547),54749,Residential,5910
10239,Boston,42.28159,-71.100677,27.113871000000003,1,POINT (-71.100677 42.28159),54635,Open Space,10239
9966,Boston,42.376675,-71.062492,18.393078,0,POINT (-71.06249200000001 42.376675),54214,Residential,9966
12280,Boston,42.287762,-71.123756,21.169743,0,POINT (-71.123756 42.287762),54269,Open Space,12280
